Month,Day,Period,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
1,2,1,1733.2,1723.3,1760,1651.4,1831.1,1689,1785.6,1950.8,1686.9,1785.6,1957,1795.6,1879,2045.8,1786.5,1968.6,1710.5,1955.4,1862.1,1712.1,1698.1,1939.3,1772.8,1786.9,1898.8
1,2,2,1711.5,1696.6,1717.2,1620.2,1799.8,1666,1768,1911.4,1650.7,1754,1928.7,1763.5,1841.1,1979.1,1759.8,1942.7,1681.7,1932.8,1817.6,1668.9,1654.9,1912.6,1731.7,1757.7,1873.4
1,2,3,1698,1655.9,1688.1,1598.5,1774.8,1638.1,1776.5,1883,1630.3,1737.2,1921.4,1748.4,1826.5,1942.5,1743,1922.3,1667.4,1921,1805.8,1643.1,1636.1,1896.2,1728.6,1759.1,1859.1
1,2,4,1701.8,1655.6,1669.6,1606.4,1778.2,1646.5,1789,1870.3,1622.9,1748.9,1922.8,1744.4,1827,1924,1738.2,1924.4,1671.3,1916.6,1767.5,1631.2,1639.5,1908.7,1729.9,1751,1874.5
1,2,5,1744.3,1670.4,1674.9,1641.1,1814.5,1670.8,1846.3,1882.3,1639.8,1785.6,1956.6,1776.1,1845.1,1933.5,1764.5,1964.9,1703,1940.5,1794.3,1655.9,1675.3,1935.5,1762.9,1782.7,1903.3
1,2,6,1824.9,1690.7,1688.2,1695.2,1873.6,1739,1930.2,1888.9,1670.4,1849.3,1997.9,1826.5,1860.8,1929,1800.9,2021.9,1776.6,1993.8,1824.5,1679.9,1722.1,2012.4,1824.5,1819.5,1930.2
1,2,7,1896.3,1728.2,1696.4,1789.7,1946.7,1824.8,2040,1903.7,1714.6,1925.6,2069.7,1889.7,1872.3,1943.4,1821.9,2068.9,1818.6,2050.7,1856.2,1713.7,1801.7,2093.3,1893.4,1867.8,1975.2
1,2,8,1881.5,1708.1,1704.8,1775,1938.9,1849.7,2000.5,1877.4,1704.4,1902.6,2052.1,1861.3,1828.3,1904.7,1788.6,2041.8,1813.4,2027.3,1819.6,1715.9,1806.8,2076.5,1872,1848.9,1918.3
1,2,9,1845.4,1662.4,1708.7,1747.5,1894.9,1814.8,1932.5,1854.5,1707.8,1866.4,2017.2,1820.2,1791.3,1883.8,1754.5,1983.3,1769.4,1965.1,1787.1,1714,1778.9,2001.9,1808.6,1749.1,1864
1,2,10,1846.3,1679.4,1734.4,1757.9,1909.5,1834.7,1926,1837.6,1750.5,1874.8,2034.2,1825.6,1798,1863.6,1764.9,1965.6,1769.5,1936.7,1760.4,1749.2,1826.5,1961.5,1781,1745.5,1862.8
1,2,11,1850.4,1656.3,1743.8,1762.8,1913.6,1840.9,1947.8,1820.6,1780.2,1877.2,2021.4,1825.2,1798.7,1866.9,1777.3,1946.2,1782.6,1895.4,1766.5,1758.3,1810.7,1915.6,1747.5,1717,1865.2
1,2,12,1837.1,1644.7,1763.6,1736.8,1893.3,1809.5,1925.9,1799.1,1782.2,1865.6,1980,1814.4,1777.3,1856.1,1773.5,1919.7,1781.8,1856.5,1780.6,1766.9,1834.2,1883.8,1734.3,1688.9,1864
1,2,13,1836,1645.6,1753.4,1740.6,1872,1818.3,1948.8,1772.4,1782.3,1842.6,1941.3,1803,1751.8,1864.9,1760.4,1919.9,1769.5,1846.3,1769.1,1749.7,1798,1852.5,1737.7,1673.3,1828.2
1,2,14,1828.6,1656,1746.8,1730.3,1865,1796.8,1819.1,1755.5,1779.9,1828.2,1917,1713,1724.5,1859.2,1750.6,1882.7,1748.9,1825.7,1751.4,1718.8,1807.1,1834.8,1739.8,1654.7,1745.2
1,2,15,1813.1,1682.2,1754.5,1733.9,1851.1,1805.7,1807.8,1745.4,1780.9,1812.7,1900.7,1811.9,1707.8,1881.7,1740.9,1856.9,1754.1,1807,1759.5,1717.3,1785.5,1826.4,1749.1,1673.6,1795.8
1,2,16,1801.4,1744.4,1791,1758.4,1872.8,1818.7,1803.8,1770,1801.4,1820.4,1914.1,1848.4,1723.3,1931.5,1757.2,1869.5,1760.1,1824.9,1793.5,1750.1,1796.8,1879.8,1817.9,1698.9,1820.8
1,2,17,1818.2,1878.5,1965.6,1822.3,2034.2,1949.5,1844.6,1923.5,1929.3,1942.5,2033.8,1978,1839.7,2072.2,1856.2,1989.2,1926.8,1954.9,1900.8,1883,1894.2,2016.4,1917.7,1844.6,1938.4
1,2,18,1946.7,1960.8,2094.6,1954.6,2211,2064,2034.3,2093.7,2037.6,2110.7,2225.5,2047.1,2031.4,2217.6,2040.5,2181.7,2024,2142.9,2050.4,2045.8,2040.1,2191.6,2057.4,1959.9,2126.4
1,2,19,2049.1,1936.3,2076.7,1980.9,2218.8,2058.6,2102.8,2104.8,2048.7,2125.9,2239.1,2063.5,2043.7,2215.1,2047.8,2204.4,2027.2,2164.3,2042.9,2040.8,2037.5,2218.8,2047.8,1951.6,2185.8
1,2,20,2020.8,1913.9,2042.7,1951.5,2194.3,2024.1,2088.2,2073.3,2016.7,2097.7,2213.7,2032.8,2022.9,2189.3,2020,2182.7,2000.6,2151.3,2027,2009.3,1995.2,2195.5,2030.3,1937.4,2167.9
1,2,21,1966.6,1873.7,1983.5,1903.4,2139.2,1971.1,2048.4,2029.8,1965.8,2043.4,2154.5,1964.1,1993.4,2142.9,1974.4,2130.1,1886.5,2108.7,1976.9,1982.3,1945.9,2155.3,1978.6,1896.4,2128.1
1,2,22,1900.8,1823.2,1935.1,1838.9,2082.6,1886.8,2014,1970.2,1889.7,1975.6,2095.8,1910.3,1969.8,2070.6,1926.9,2091.6,1889.7,2075.1,1943.4,1888.4,1865.3,2119.3,1914.5,1854.2,2074.3
1,2,23,1873.2,1820.4,1930.6,1824.5,2052.1,1874.9,2003.3,1977.7,1841.4,1963.7,2078.5,1904.6,1990.9,2053.7,1911.2,2097.9,1876.9,2083,1937.2,1863.3,1850.1,2101.6,1899.7,1876.9,2045.5
1,2,24,1791.4,1769.1,1852.5,1736.8,1947.9,1782.3,1926.8,1895.4,1744.7,1870.2,1987.1,1825.6,1922.7,1961.5,1831,2009.4,1805.8,1980.1,1872.7,1778.1,1772.4,2018.1,1826.9,1816.1,1952.8
1,3,1,1711.6,1834.7,1745.9,1695.5,1764.5,1714.9,1750.4,1645.5,1677.3,1804.1,1921.4,1740.9,1872.7,1885.5,1745.9,1891.7,1742.2,1922.2,1793,1721.1,1718.6,1953.2,1772.7,1771.1,1912.7
1,3,2,1687.1,1818.5,1734.6,1658.6,1747.4,1683.8,1718.9,1613.2,1633.4,1770.1,1886.2,1686.7,1836.6,1848.2,1715.2,1866,1716,1870.1,1754.9,1678.9,1678.9,1923.4,1742.1,1737.5,1883.7
1,3,3,1667.8,1802.8,1734.2,1637.2,1738.4,1660.7,1697.5,1600.8,1616.5,1761.1,1871.8,1672.3,1796.6,1838.3,1695.4,1854,1696.7,1859.4,1730.1,1670.2,1657.4,1920.9,1723.5,1710.3,1866.8
1,3,4,1667.1,1803.4,1745.6,1617.1,1817,1654.3,1691,1608.9,1614.2,1765.8,1881.4,1674.1,1793.1,1836,1690.2,1849.6,1705.9,1852.9,1744.7,1656.8,1669.2,1900,1728.6,1696.4,1867
1,3,5,1689.4,1822,1785.7,1625.4,1848.8,1673.7,1715.4,1637.8,1650.2,1794.7,1910,1683.6,1809.6,1863.3,1717.9,1876.9,1728.2,1866.2,1734,1674.1,1694.8,1949.2,1759.2,1698.5,1897.2
1,3,6,1735.1,1851.2,1846.2,1668.6,1924.7,1736.8,1759.5,1689.7,1736,1858.6,1962.3,1707.9,1839.6,1921,1781,1933.4,1779.7,1904.5,1747.5,1740.1,1758.7,2012.7,1821,1709.5,1964.8
1,3,7,1766.5,1887.1,1921.4,1711.2,2013.1,1839.6,1823.1,1767.4,1849.1,1932.1,2042.4,1739.7,1846.7,2008.6,1863.6,1994.9,1857,1918.1,1787.2,1847.9,1836.7,2114.7,1920.2,1715.3,2042
1,3,8,1745.4,1846.2,1904,1709,1982,1861.8,1816.8,1750.7,1827.2,1920.1,2001,1688.4,1796.6,2018.8,1850.7,1955.2,1828.4,1896.1,1763.6,1842.8,1848.6,2087.8,1882.9,1694.6,2012.6
1,3,9,1725.8,1798.9,1879,1713.4,1913.3,1799.3,1796.9,1704.8,1789.8,1874.1,1938.9,1679.1,1744,2006.2,1781.2,1898.5,1777.9,1825.3,1743.6,1797.7,1818.3,1968.7,1827.4,1693.6,1992.6
1,3,10,1749.9,1804.8,1897.7,1756.1,1889,1796.1,1761.8,1708.6,1807.7,1871.3,1946.5,1713.5,1755.6,2021.2,1772.2,1897.7,1769.3,1823.8,1772.2,1815.9,1838.7,1906,1788.7,1747.4,2019.6
1,3,11,1758.2,1814.3,1918,1782.5,1881.2,1759.4,1820.5,1695.8,1810.2,1858.9,1940.3,1746.6,1759,2046.9,1796.2,1886.2,1772.2,1809,1765.2,1811,1766.8,1881.2,1752.4,1768.5,2038.2
1,3,12,1752,1808.2,1897.8,1792.9,1859,1749.6,1824.7,1682.6,1807.4,1848.7,1935.4,1747.1,1747.9,2028.7,1796.6,1870.2,1773.5,1773.1,1762.4,1813.2,1740.1,1845,1740.9,1770.2,2018.4
1,3,13,1754.7,1791.5,1910.4,1807.6,1849.3,1741.9,1839,1692.3,1805.9,1810.9,1923.6,1721.7,1737.4,1998.4,1793.9,1858,1780.3,1748.5,1774.1,1794.4,1746,1822.4,1749.8,1767.5,2000
1,3,14,1732.5,1761.4,1887.4,1804,1822.1,1701.5,1806.9,1689.2,1784.6,1599.1,1901.9,1650.7,1715.2,1953.1,1778,1824.2,1752.3,1713.9,1733.3,1763.5,1746.2,1800.3,1733.8,1774.6,1957.6
1,3,15,1723.8,1742.4,1879.5,1788.2,1799.4,1683.7,1779.6,1694.9,1768.8,1801.9,1890.2,1742.8,1694.1,1927.4,1758.5,1803.1,1739.1,1710.6,1723.8,1751.9,1742.8,1795.3,1732.1,1769.2,1941.9
1,3,16,1731.6,1758.9,1914.6,1817.5,1806.4,1703.5,1796.1,1772.5,1776.2,1809.7,1928.6,1781.6,1719.7,1938.5,1775,1821.3,1763,1738.7,1764.7,1800.6,1778.7,1827.9,1794.8,1819.6,1953
1,3,17,1749.5,1847.3,1965.9,1938.6,1862.6,1827.9,1858.5,1918,1886.6,1909.7,2063.3,1905.6,1842,2075.3,1872.1,1927.5,1867.2,1860.6,1884.1,1917.5,1894,1965.5,1896.1,1912.2,2132.7
1,3,18,1856.4,2051.4,2165.4,2053.9,2055.5,1960.5,2066.2,2052.2,2067.9,2103.8,2201.7,2097.2,2042.7,2255.8,2047.2,2130.7,2008.4,2036.9,2033.2,2076.6,2022.9,2139.8,2048.1,2049.7,2324
1,3,19,1952.5,2062,2235.4,2040.5,2108.2,1959.5,2114,2048.3,2081.4,2130.1,2222.6,2111.9,2061.5,2273.4,2060.7,2156.5,2022.3,2009.1,2059.5,2073.9,2022.7,2158.2,2028.5,2024.8,2344
1,3,20,1914.3,2042.8,2203,1994,2077.1,1922.2,2108.9,2021.3,2039.9,2099.8,2175.8,2082,2037.4,2239.8,2026.3,2139.4,1978.8,2035.8,2017.2,2041.1,1994,2139,2008.9,1988.7,2316.6
1,3,21,1870.1,2004.7,2142.3,1957.2,2041.1,1866.4,2054.3,1982.4,1989.9,2055.9,2120.8,2046.9,1991.9,2213.3,1975.8,2106.7,1936.6,2015.9,1954.8,1990.7,1933.3,2108.4,1970,1925.4,2277.7
1,3,22,1820.6,1959.8,2064.7,1883.8,1981.7,1816.5,2009,1927.6,1909.4,1986.2,2038.7,1998.6,1930.5,2139,1914,2058.9,1885.5,1979.6,1883.8,1911.9,1850.4,2048.2,1926.8,1867.7,2197.3
1,3,23,1809.2,1951.6,2018.1,1862.4,1962.4,1803.8,1985.9,1919.4,1866.1,1967.3,2005.3,2010.7,1932.2,2083.4,1889.3,2052.4,1885.6,1971.5,1854.6,1881.4,1843,2031.3,1905.8,1860.4,2156.1
1,3,24,1732.9,1876.6,1920,1768,1883.6,1728.8,1916.7,1870,1773.4,1884.9,1922.4,1954.2,1861.3,1981.9,1801.9,1990.2,1811.8,1906.3,1785.3,1794.4,1752.7,1953.8,1856,1778.3,2050.9
1,4,1,1816.7,1593.2,1834,1832,1815.9,1618.4,2098.8,1750.2,1721.3,1819.6,1856.7,1895.1,1797.7,1915,1763,1930.7,1752.3,1858.8,1729.9,1743.6,1694.8,1918.7,1790.7,1748.9,1923.6
1,4,2,1779.5,1556.5,1815,1792.7,1786.9,1582.9,2059.1,1720.4,1686.2,1797.3,1825.8,1861.3,1777.4,1889.8,1730.8,1906.3,1720,1825.8,1692.4,1698.1,1665.5,1881.1,1749.8,1726.6,1894.7
1,4,3,1765.6,1538.5,1814.8,1784.6,1778,1566.6,2038.6,1701.6,1679.3,1787.5,1809,1854,1763.6,1883.3,1721.8,1888.3,1702.4,1809.4,1669,1687.6,1653.3,1866.8,1722.7,1720.2,1888.3
1,4,4,1769.5,1534.5,1823.6,1772.4,1790.2,1539.5,2040,1706.3,1674.1,1803.4,1810.8,1853,1780.7,1895.1,1730.7,1897.1,1689.4,1798.9,1663,1695.2,1649.3,1866.6,1733.2,1727.4,1897.6
1,4,5,1778.1,1561.7,1846.2,1794.2,1829.3,1549.3,2053.6,1736.4,1707.9,1842.5,1823.1,1873.9,1826.4,1933.4,1762,1921.8,1709.1,1820.2,1687.2,1723.2,1678.6,1898.3,1752.9,1765.7,1945.4
1,4,6,1803,1630,1931.1,1845.2,1918.7,1589.5,2078.9,1804.7,1789.4,1922.4,1881.1,1901.3,1902.2,2008.3,1832.4,1980.2,1732,1840.6,1760.5,1777,1746.5,1991.8,1789,1839.8,2055.4
1,4,7,1828.2,1715.8,2037.2,1867.4,2009.9,1615.5,2091.3,1889.7,1887.7,1996.7,1934.3,1920.3,1986.4,2090,1908.7,2033.9,1756.7,1868.7,1848,1878.6,1818.7,2079.7,1845.5,1891.4,2147.8
1,4,8,1806.5,1693.7,2020,1859.3,1966.7,1616.1,2022.9,1849.8,1880.8,1970.4,1906.4,1882.5,1956.8,2059.2,1879.2,1997.7,1728,1835.8,1876.7,1868.4,1806.5,2053.9,1802.8,1867.6,2108.4
1,4,9,1747.1,1651.7,1938.3,1837.9,1897,1612.8,1983.3,1771.4,1828.8,1909.4,1871,1842.1,1893.7,1979.2,1821.8,1935.8,1685.5,1757.4,1835,1815.2,1730.1,1968.4,1721.5,1826.8,2019.2
1,4,10,1744.8,1660.1,1898.8,1850.1,1879.4,1646,1977.7,1751.4,1843,1906.6,1905.8,1856.3,1876.5,1940.1,1843.5,1915.7,1698.5,1757.1,1871.1,1818.3,1721.6,1890.5,1713.8,1829.8,1972.7
1,4,11,1714.2,1670.9,1849.3,1857.9,1860.8,1687.8,1967,1729.1,1815,1866.2,1902.5,1864.6,1873.6,1916.2,1808.4,1910,1701.4,1748.5,1878.6,1817.5,1723.7,1843.9,1708.9,1823.7,1935.2
1,4,12,1713.1,1687.5,1835.3,1856,1837.4,1711.9,1940.7,1718.5,1812.6,1870,1912.2,1856,1861.4,1882,1805.2,1886.1,1704,1746.6,1872.9,1780.4,1725.1,1815.5,1678.8,1821.3,1904.3
1,4,13,1697.3,1679.1,1851.7,1850.9,1827,1727,1914.5,1705.5,1827.4,1867,1914.9,1843.5,1855.5,1865,1816.2,1870.7,1707.2,1741.5,1878.2,1778.6,1736.5,1780.3,1691.1,1820.3,1888.5
1,4,14,1675.8,1663.4,1830.2,1810.4,1789.3,1707.6,1865.8,1718.7,1792.2,1829.8,1890.1,1798.8,1806.3,1807.5,1796.4,1827.8,1674.9,1722.9,1839.7,1736.5,1712.1,1747.6,1651,1784.4,1835.2
1,4,15,1674.8,1667.8,1829.2,1813.1,1781.3,1705.8,1851.1,1765.6,1798.3,1815.6,1887.5,1789.2,1797,1811.5,1800.3,1810.7,1686.3,1745.8,1857.7,1762.3,1709.1,1760.7,1683.9,1785.1,1856.1
1,4,16,1683.9,1690.9,1833,1828.9,1785.9,1751.6,1849.9,1812.4,1799.1,1811.1,1897.8,1801.2,1791.3,1816.1,1793.8,1812.4,1706.2,1747.5,1859,1790.5,1729.3,1795.4,1728.5,1769.4,1827.6
1,4,17,1770.8,1733.2,1938.5,1962.4,1857.5,1880.2,1969.9,1904.2,1842.7,1910,2026.9,1917.8,1899.2,1938.9,1879,1914.5,1805.1,1862.1,1959.1,1900.1,1832.7,1907.5,1834.8,1801.4,1985.6
1,4,18,1964.5,1875.7,2124.3,2136.7,2049.2,1943.9,2214.4,2040.1,2076,2091.3,1852.6,2159.9,2115.7,2156.5,2058.7,2113.2,1952.1,2032.6,2097.5,2056.6,1998,2069,1974.8,1977.7,2207.3
1,4,19,1973.2,1922,2145.8,2146.7,2064.5,1915,2233,2082.6,2083.9,2093.4,2134.3,2190.4,2133,2183.4,2057.5,2133,1950.1,2046.7,2100,2052.5,1980.6,2075.2,1967.8,2072.3,2226.8
1,4,20,1975.3,1898.9,2130.6,2123.6,2038.9,1875.4,2239.6,2097.6,2052.5,2081,2095.9,2184.3,2114.5,2189.7,2041,2127.3,1938.5,2011.6,2067.4,2024,1963.7,2071.1,1958.4,2043.9,2219.8
1,4,21,1928.7,1844.9,2087.3,2059.3,1983.7,1813.1,2209.2,2070.4,1999.8,1996.5,2035.3,2137.3,2067.5,2158.4,1986.6,2092.7,1891.2,1969.6,2007.6,1956.4,1910.6,2029.9,1918.8,1983.3,2181.1
1,4,22,1870.3,1757.2,2012.4,1995,1934.8,1768.7,2156.5,1990.9,1918.6,1914.1,1981,2081.8,1999.2,2098.3,1939.7,2066.1,1861.2,1914.5,1910.8,1884.8,1853.8,2000,1879,1895.5,2120.2
1,4,23,1872.5,1743.7,1973.7,1968.8,1927.5,1762.3,2138.9,1968.4,1876.7,1902.7,1976.6,2062.9,1979.9,2069.1,1921.7,2010.1,1869.2,1920.4,1882.5,1859.3,1837.8,1993.5,1879.1,1875,2077.8
1,4,24,1813.4,1656.9,1877,1875.8,1837,1681.3,2054.2,1877,1781.2,1812.2,1908.4,1989,1890.2,1973.3,1846.5,1944.3,1808.5,1839.4,1782.9,1775,1754,1935.3,1828.7,1800.6,1933.2
1,5,1,1753.4,1929.7,1821.5,1704.6,1947.9,1646.8,2004.1,1840.9,1713.3,1745.1,1835.6,1945.4,1825.6,1913.6,1787.6,1945.8,1756.3,1786.8,1726.5,1710.8,1689.3,1877.3,1774.4,1678.2,1755.4
1,5,2,1727.4,1886,1788.1,1666.7,1907.9,1620.4,1989.7,1806.3,1680.7,1720.8,1783.6,1917.8,1795.6,1884.3,1758.4,1916.6,1729.9,1753.4,1686.1,1669.2,1657.2,1826.9,1743.9,1648.1,1727
1,5,3,1716.2,1871.1,1780.2,1652.6,1891.8,1588.2,1986.3,1791.4,1665.8,1718.3,1758.4,1921.5,1787.3,1881.4,1734,1898,1716.6,1744.7,1668.3,1634.5,1640.7,1808.3,1708.4,1629.9,1722.4
1,5,4,1726.3,1861.8,1801.1,1654,1892.8,1583.8,2001.8,1793.6,1666.9,1724.3,1740.8,1931.2,1788.3,1886.2,1735.4,1899,1714.8,1760.6,1659.4,1633.4,1645,1795.7,1730,1645,1731.7
1,5,5,1766.9,1885,1837.9,1689.2,1913.5,1586,2050.2,1822.6,1698.3,1762.3,1745,1970.9,1829.2,1927.5,1761.5,1907.7,1728.1,1790,1669.8,1649.2,1663.6,1814.4,1739.2,1664.5,1766
1,5,6,1824.9,1955,1937.3,1747.3,1962.9,1605.6,2152.9,1890.2,1778.7,1848.5,1758.4,2076.9,1918.3,2002.9,1835.7,1926.9,1753.5,1860.9,1742.3,1706.8,1730.4,1832,1764.6,1753.5,1847.2
1,5,7,1841.5,2023.2,2058.3,1748.5,1985.2,1615.6,2240,1961.7,1879.1,1924.9,1763.4,2158.2,1992.2,2086.8,1898.1,1930.3,1782.8,1948.9,1827.8,1798.9,1795.6,1873.7,1810.9,1827.4,1928.6
1,5,8,1816.5,1980,2025.9,1769,1939.1,1598.8,2203.5,1921.4,1859,1909.8,1744.6,2119.2,1944.1,2048.6,1885.5,1888.8,1742.6,1928.8,1848.7,1781.8,1779.3,1851.6,1783.4,1823.1,1894.5
1,5,9,1766.6,1967.4,1914.5,1747.2,1884.8,1551.9,2120.2,1860.4,1810.8,1879.4,1728.6,2090,1885.6,1962.8,1837.7,1836.9,1695.6,1849.7,1833.1,1713,1717.9,1838.9,1736.5,1710.9,1835.2
1,5,10,1788.4,1998.6,1873.4,1809.4,1895.3,1591.8,2109.7,1899,1828.8,1932.9,1820.2,2079.1,1883.8,1945.3,1848.7,1852.4,1721.9,1849.5,1853.6,1752,1719.8,1899.5,1726.4,1722.3,1824.7
1,5,11,1803.5,1977.4,1800.2,1793.2,1841.1,1600.7,2036.8,1865.8,1796,1920.8,1836.5,2017.8,1841.5,1892.3,1813.4,1814.6,1703.1,1778.7,1841.5,1744.4,1691.1,1875.8,1671.3,1680.8,1804.3
1,5,12,1789.6,1992,1816.9,1830.1,1842.1,1608.7,2018.8,1904,1823.1,1942,1863.5,2018.8,1847,1898.2,1837.1,1825.1,1727.7,1802.8,1886.3,1791.7,1728.1,1901.1,1678.5,1719.4,1821
1,5,13,1772.8,1952,1762.8,1818.2,1802.5,1573.7,1971,1884.3,1794.6,1927.6,1684,1988.8,1812.4,1850,1813.2,1783.9,1702.5,1760.4,1879.7,1745.1,1700.1,1886.7,1643.5,1729,1799.2
