Month,Day,Period,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
1,5,3,2489.7,2709.8,2580.7,2399.3,2739.1,2307.7,2873.6,2596.5,2418.1,2492.6,2549.5,2781.4,2590.6,2724.5,2514.9,2747.9,2490.3,2530.2,2421.6,2373.4,2382.2,2620.6,2478.5,2367,2498.5
1,5,4,2502.7,2695.2,2608.9,2400,2739.2,2300.2,2894.2,2598.4,2418.2,2499.7,2523.2,2793.8,2590.7,2729.8,2515.6,2748,2486.2,2551.4,2407.6,2370.6,2387,2601.3,2508,2387,2510.3
1,5,5,2558.7,2726.6,2659.7,2448.4,2767.1,2301.6,2961.4,2638,2461.3,2552.3,2527.6,2848.7,2647.4,2787.1,2551.1,2758.9,2503.5,2591.6,2420.8,2391.4,2412,2626.2,2519.4,2413.2,2557.6
1,5,6,2640.5,2825.4,2800.1,2530.1,2836.5,2328.8,3106.5,2733.2,2574.7,2673.9,2546,2998.5,2773.1,2893.5,2655.7,2785.5,2538.9,2691.5,2523.1,2472.6,2506,2650.4,2554.8,2538.9,2672.2
1,5,7,2667.7,2926,2975.9,2535.7,2872,2346.6,3234.2,2838.5,2721.1,2786.3,2556.8,3118,2882,3016.4,2748.1,2793.9,2584.4,2820.3,2648.4,2607.3,2602.6,2713.5,2624.3,2647.8,2791.6
1,5,8,2634.2,2866.7,2931.8,2566.7,2808.6,2324.9,3184.2,2783.3,2694.7,2766.9,2532.1,3064.5,2815.6,2964.1,2732.2,2736.9,2529.1,2793.9,2680,2584.9,2581.4,2684.1,2587.3,2643.6,2745.2
1,5,9,2540.7,2825.9,2750.8,2513.1,2708.5,2235.4,3043.1,2673.9,2603.5,2700.9,2486.7,3000.3,2709.7,2819.5,2641.6,2640.4,2439.7,2658.6,2635.2,2464.3,2471.4,2643.4,2497.8,2461.4,2638.1
1,5,10,2591,2889.8,2712,2621,2743.1,2311.6,3047.7,2748.4,2648.6,2796.5,2636.2,3004.3,2726.6,2814.1,2676.7,2682,2496.5,2677.9,2683.8,2539.4,2493.6,2748.9,2503,2497.1,2642.7
1,5,11,2597.5,2844.6,2592.8,2582.8,2650.9,2309.3,2929.2,2686.2,2587,2764.2,2644.5,2902.2,2651.5,2723.7,2611.6,2613.4,2454.9,2562.3,2651.5,2513.6,2437.9,2700.2,2409.7,2423.2,2598.7
1,5,12,2600.8,2888.4,2639.5,2658.3,2675.3,2343.7,2926.6,2763.4,2648.3,2817.4,2705.9,2926.6,2682.4,2755.2,2668.3,2651.3,2512.7,2619.6,2738.2,2603.7,2513.3,2759.3,2442.9,2501,2645.4
1,5,13,2569.1,2823.9,2555.1,2633.7,2611.4,2286.2,2850.9,2727.6,2600.3,2789.3,2442.9,2876.1,2625.5,2678.9,2626.7,2585,2469.4,2551.5,2721.2,2529.8,2465.8,2731.2,2385.4,2506.9,2606.7
