DateTime,ACE Searchlight Solar,Techren Solar 2,Techren Solar V,Dry Lake East Solar,Switch Station 1 (Playa Solar 1),Boulder Solar I,Dodge Flat Solar,Dry Lake Solar,Switch Station 2 (Playa Solar 2),Battle Mountain Solar,Techren Solar I,Fish Springs Ranch Solar,Mountain View Solar,Spring Valley Wind,Techren Solar IV,Idaho Wind,Eagle Shadow Mountain Solar Farm,Techren Solar III,_NVE IRP Expansion_SPPC_PV (Standalone),Turquoise Nevada,Nellis Solar Array II,Boulder Solar II,Sierra Solar,FRV Spectrum Solar,RV Apex Solar,Arrow Canyon Solar,Silver State Solar,Ft. Churchill Solar,Libra Solar,Boulder Solar III,Gemini Solar,Copper Mountain Solar 5
2030-01-03T10:00:00.0,16.8973,124.35000000000001,32.33408652000001,136.73499840000002,61.028000000000006,98.188,18.990756399999995,102.55124880000001,52.83836,58.017696135,65.18460728000001,70.21227694000001,12.4,105.13516200000001,16.166249999999998,706.2221599999999,238.30438301999996,16.17925,525.968119152,33.320499999999996,8.832,30.837500000000002,284.70298932000003,28.6125,18.501910048,137.184333,43.030519999999996,9.649575,438.30676596,87.57935970203998,471.775035081,163.15249999999997
2030-01-03T11:00:00.0,17.4951,77.376,21.473217719999997,128.4318189,57.326,55.625,64.05288415999999,96.323864175,49.63491,52.913690626999994,19.25977036,39.81020446,11.65,82.29078000000001,10.742500000000001,785.70464,255.16455162,4.78175,411.793035696,36.652499999999996,8.304,19.1875,222.90847164,30.0,20.002400072,129.24021000000002,21.9362,15.1476,343.16086308,25.88173482456,443.930165742,45.42250000000001
2030-01-03T12:00:00.0,5.99025,30.214000000000002,7.153572239999999,131.41151100000002,58.655,31.712,32.398633999999994,98.55863325,50.79305,56.257296536000005,15.7356294,46.869861740000005,11.6,46.699752000000004,3.5765,785.39048,61.63561634999999,3.904,360.988819632,36.864999999999995,8.496,7.5,195.4205028,28.5501,19.59317552,128.11919400000002,34.35588,16.239015000000002,300.82401636,21.128837706239995,442.44629314199994,100.175
2030-01-03T13:00:00.0,4.062625,2.546,0.69455556,141.27865290000003,63.101,50.487,56.38707588,105.95898967500001,54.63482,64.50255111999999,1.33305332,69.25865388000001,8.675,103.15113600000001,0.35375,794.4440000000001,91.16491163999999,0.3275,343.054460952,33.873,8.7,0.625,185.69720772,11.9625,11.991519448,139.66565880000002,9.05268,15.718755,285.87871745999996,1.7871111437999998,488.743118262,3.3400000000000003
2030-01-03T14:00:00.0,0.15855,73.13,16.49481948,142.71156900000003,63.766,34.599999999999994,4.488724239999999,107.03367675000003,55.20836,67.491770451,46.954878120000004,74.59609638,11.6876,25.048518,8.253499999999999,788.0180000000001,121.93321932000002,11.6465,441.31122604800004,27.608,9.252,18.1375,238.86849456,5.525100000000001,13.777226584000003,132.0707754,31.2936,13.138124999999999,367.75935504000006,63.08365916915999,457.79695518899996,113.03250000000001
2030-01-03T15:00:00.0,0.18305000000000002,78.548,20.39863176,81.549468,36.361,30.738,27.997352439999997,61.162101,31.48466,36.829992087,41.225648959999994,52.15037152000001,7.562399999999999,6.639732000000001,10.2055,773.52856,87.86187861,10.2315,293.653072944,17.654500000000002,3.492,19.4875,158.97291983999997,2.4875999999999996,7.4652478879999995,43.018989000000005,18.141760000000005,7.5687299999999995,244.71089412,55.3936244229,142.37015660699998,105.56000000000002
2030-01-03T16:00:00.0,0.036574999999999996,0.416,0.6025482,0.0,0.0,0.28800000000000003,6.748781199999999,0.0,0.0,0.0,1.2540501600000002,4.6827162200000005,0.0,3.5855159999999997,0.30125,546.1623999999999,0.0,0.3145,6.913338263999999,1.6404999999999998,0.0,0.1,3.74112756,0.0,0.0,0.0,0.76856,0.6731400000000001,5.76111522,1.69025244822,0.0,3.4050000000000002
2030-01-03T17:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.148694000000001,0.0,204.0612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-03T18:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.549376000000002,0.0,132.8992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-03T19:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.019968000000002,0.0,139.39184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-03T20:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.017014,0.0,62.63208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
