pras_ts,psy_no_scaling,psy_scaling
39,0.05832,55.52064
87,0.00821,7.81592
85,0.0,0.0
262,0.00878,8.358559999999999
256,0.04135,39.3652
216,0.02863,27.25576
223,0.05467,52.045840000000005
343,0.07359,70.05768
154,0.17051,162.32551999999998
239,0.30041,285.99032
208,0.34515,328.5828
406,0.50311,478.9607199999999
372,0.5664,539.2128
432,0.67772,645.18944
749,0.72531,690.49512
720,0.69647,663.03944
642,0.7103,676.2056
466,0.7018,668.1136
134,0.6386,607.9472
55,0.49513,471.36376
61,0.35166,334.78031999999996
45,0.27887,265.48424
202,0.27165,258.6108
228,0.25384,241.65568000000002
85,0.2962,281.98240000000004
35,0.31183,296.86216
16,0.31557,300.42264
33,0.24643,234.60136
69,0.3131,298.0712
43,0.3194,304.0688
50,0.48528,461.98656
75,0.61886,589.15472
61,0.68393,651.10136
30,0.75089,714.84728
26,0.67381,641.46712
96,0.67915,646.5508
140,0.66994,637.78288
113,0.58617,558.0338399999999
154,0.59707,568.41064
192,0.62111,591.29672
165,0.59418,565.65936
160,0.63333,602.93016
160,0.71914,684.62128
173,0.74297,707.30744
176,0.7459,710.0968
148,0.75653,720.2165600000001
132,0.76592,729.15584
142,0.7447,708.9544000000001
109,0.70574,671.8644800000001
96,0.71411,679.83272
34,0.70564,671.7692800000001
7,0.70537,671.51224
44,0.70194,668.24688
178,0.70223,668.52296
311,0.70782,673.84464
392,0.6993,665.7336
347,0.61088,581.55776
358,0.53136,505.85472000000004
487,0.31661,301.41272
462,0.30693,292.19736
505,0.39546,376.47792
647,0.22513,214.32376
442,0.13246,126.10191999999999
412,0.17107,162.85864
271,0.07999,76.15048
261,0.08557,81.46264
128,0.12949,123.27448
118,0.36268,345.27136
188,0.22981,218.77911999999998
47,0.57827,550.5130399999999
112,0.7549,718.6648
94,0.69467,661.32584
146,0.73185,696.7212
225,0.75486,718.62672
191,0.77888,741.4937600000001
201,0.80441,765.79832
157,0.81872,779.42144
150,0.82181,782.3631200000001
50,0.81077,771.85304
38,0.81259,773.58568
19,0.80554,766.87408
25,0.78979,751.88008
15,0.72871,693.73192
140,0.70558,671.71216
220,0.67379,641.44808
28,0.64759,616.50568
14,0.26547,252.72743999999997
8,0.08266,78.69232
2,0.08282,78.84464
15,0.07247,68.99144000000001
20,0.07984,76.00768
9,0.08961,85.30872
6,0.04732,45.04864
7,0.04621,43.99192
3,0.0633,60.261599999999994
1,0.012,11.424
0,0.01512,14.39424
0,0.02603,24.78056
0,0.04125,39.27
0,0.05422,51.617439999999995
0,0.07371,70.17192
0,0.07699,73.29448000000001
1,0.07201,68.55352
0,0.06107,58.13864
0,0.04269,40.640879999999996
2,0.02776,26.42752
3,0.0046,4.3792
39,0.00145,1.3803999999999998
116,0.02499,23.79048
125,0.07677,73.08504
149,0.09818,93.46736
196,0.18344,174.63487999999998
255,0.1882,179.1664
266,0.19103,181.86056
241,0.29769,283.40088000000003
261,0.21668,206.27936
243,0.13239,126.03528
247,0.1381,131.4712
220,0.11504,109.51808
165,0.02472,23.53344
75,0.00469,4.46488
61,0.00192,1.8278400000000001
84,0.02237,21.29624
93,0.04531,43.13512
173,0.03922,37.33744
236,0.01891,18.00232
94,0.03377,32.14904
50,0.15512,147.67424
228,0.15621,148.71192
228,0.44639,424.96328
179,0.60842,579.21584
312,0.64865,617.5147999999999
436,0.67441,642.03832
117,0.55219,525.6848799999999
46,0.05324,50.68448
46,0.05969,56.82488
113,0.03291,31.33032
131,0.01733,16.498160000000002
159,0.00461,4.38872
177,0.00129,1.2280799999999998
144,0.0,0.0
131,0.0,0.0
202,0.0,0.0
214,0.0,0.0
165,0.0,0.0
198,0.0,0.0
186,0.00058,0.55216
153,0.00634,6.03568
262,0.0061,5.807200000000001
162,0.00579,5.51208
350,0.00852,8.11104
730,0.00249,2.37048
497,0.00139,1.32328
241,0.00129,1.2280799999999998
493,0.00118,1.1233600000000001
255,0.0,0.0
240,0.0,0.0
84,0.0,0.0
48,0.0,0.0
46,0.0,0.0
44,0.01682,16.01264
125,0.00244,2.32288
289,0.0,0.0
290,0.00186,1.77072
361,0.0335,31.892000000000003
474,0.03051,29.04552
470,0.05124,48.780480000000004
398,0.07294,69.43888000000001
374,0.0038,3.6176
583,0.0,0.0
603,0.0,0.0
517,0.0,0.0
470,0.0,0.0
488,0.0,0.0
731,0.00219,2.08488
660,0.00829,7.892080000000001
731,0.01082,10.30064
653,0.01683,16.02216
753,0.039,37.128
709,0.09855,93.8196
402,0.19494,185.58288
303,0.11145,106.1004
182,0.06615,62.9748
44,0.016,15.232000000000001
108,0.09055,86.20360000000001
310,0.14222,135.39344
134,0.13072,124.44544
52,0.1379,131.2808
18,0.17983,171.19816
9,0.19377,184.46904
19,0.17676,168.27552
14,0.11164,106.28128000000001
10,0.01917,18.24984
21,0.00602,5.73104
16,0.01322,12.58544
25,0.00651,6.19752
24,0.002,1.9040000000000001
55,0.0,0.0
64,0.0,0.0
85,0.00108,1.02816
95,0.0011,1.0472000000000001
109,0.0,0.0
160,0.0,0.0
245,0.0,0.0
310,0.0,0.0
408,0.0,0.0
529,0.0,0.0
476,0.03693,35.15736
488,0.13887,132.20424
340,0.06927,65.94503999999999
239,0.03397,32.33944
240,0.30751,292.74952
234,0.35494,337.90288
233,0.37356,355.62912
251,0.4121,392.3192
211,0.35501,337.96952
73,0.32217,306.70584
76,0.34013,323.80376
75,0.32138,305.95376
115,0.31189,296.91928
136,0.28794,274.11888
143,0.29124,277.26048
164,0.2503,238.28560000000002
220,0.23656,225.20512
177,0.23183,220.70216000000002
186,0.28508,271.39616
224,0.24913,237.17175999999998
350,0.42944,408.82688
710,0.50793,483.54936
585,0.5588,531.9775999999999
528,0.50692,482.58784
522,0.36858,350.88816
473,0.33859,322.33768
367,0.3223,306.82959999999997
305,0.34288,326.42176
312,0.35102,334.17104
390,0.36328,345.84256
423,0.40105,381.7996
450,0.47092,448.31584
417,0.49402,470.30704000000003
471,0.61297,583.54744
516,0.78764,749.8332800000001
632,0.81638,777.19376
590,0.79981,761.41912
671,0.82897,789.17944
737,0.83154,791.62608
760,0.83328,793.28256
741,0.8345,794.4440000000001
717,0.8345,794.4440000000001
687,0.8345,794.4440000000001
674,0.82817,788.41784
534,0.79783,759.53416
427,0.58252,554.55904
331,0.52736,502.04672000000005
135,0.58969,561.3848800000001
36,0.38411,365.67272
1,0.45912,437.08223999999996
26,0.45748,435.52096
44,0.32293,307.42936
66,0.42997,409.33144000000004
61,0.50491,480.67431999999997
88,0.54332,517.24064
124,0.48562,462.31024
112,0.48867,465.21384
195,0.42057,400.38264
244,0.6687,636.6024
266,0.69366,660.36432
316,0.81411,775.03272
316,0.8345,794.4440000000001
326,0.83383,793.80616
334,0.82654,786.86608
324,0.81809,778.82168
262,0.48804,464.61408
283,0.4469,425.4488
321,0.46155,439.3956
485,0.32627,310.60904
406,0.46191,439.73832
329,0.49591,472.10632000000004
321,0.34423,327.70696
310,0.17814,169.58928
265,0.09631,91.68712000000001
241,0.08421,80.16792
324,0.12438,118.40976
373,0.12499,118.99048
359,0.11554,109.99408
367,0.16424,156.35648
367,0.28187,268.34024
322,0.21838,207.89776
354,0.19873,189.19096
467,0.12905,122.8556
503,0.04973,47.342960000000005
465,0.03776,35.947520000000004
436,0.02556,24.33312
541,0.021,19.992
510,0.01821,17.33592
555,0.01553,14.78456
512,0.00964,9.17728
421,0.01,9.52
492,0.0208,19.8016
600,0.01122,10.68144
679,0.016,15.232000000000001
712,0.03691,35.13832
706,0.02527,24.05704
668,0.06538,62.24175999999999
655,0.04828,45.96256
621,0.03658,34.82416
579,0.03948,37.58496
432,0.02154,20.50608
101,0.02591,24.66632
83,0.0088,8.377600000000001
53,0.00568,5.40736
59,0.00951,9.053519999999999
96,0.01491,14.19432
247,0.03,28.56
260,0.04039,38.451280000000004
198,0.03567,33.95784
130,0.04043,38.48936
161,0.04268,40.63136
286,0.05534,52.68368
251,0.0572,54.4544
311,0.08967,85.36584
414,0.14122,134.44144
652,0.34804,331.33408000000003
273,0.47114,448.52528
121,0.60189,572.99928
315,0.33582,319.70064
484,0.34844,331.71488000000005
587,0.43318,412.38736
739,0.39765,378.5628
662,0.35427,337.26504
593,0.36816,350.48832
653,0.33685,320.6812
708,0.30343,288.86535999999995
692,0.09699,92.33448000000001
777,0.06193,58.95736
771,0.00465,4.4268
778,0.00504,4.798080000000001
790,0.00124,1.18048
791,0.00023,0.21896000000000002
793,0.00166,1.58032
780,0.00442,4.20784
794,0.0032,3.0464
775,0.00918,8.739360000000001
769,0.01552,14.77504
792,0.01677,15.96504
781,0.02296,21.85792
792,0.03864,36.78528
767,0.16542,157.47984000000002
642,0.2168,206.3936
490,0.31122,296.28144
415,0.3193,303.9736
431,0.23945,227.9564
341,0.16804,159.97408
204,0.16149,153.73847999999998
105,0.1648,156.8896
76,0.29524,281.06848
52,0.28088,267.39776
37,0.43629,415.34808000000004
2,0.44699,425.53448
0,0.26981,256.85912
0,0.17134,163.11568
0,0.13251,126.14952
0,0.13822,131.58544
0,0.17051,162.32551999999998
11,0.20903,198.99656
39,0.24233,230.69816
48,0.25183,239.74216
32,0.29928,284.91456
83,0.31632,301.13664
82,0.35303,336.08456
95,0.33271,316.73992
170,0.48806,464.63312
253,0.35242,335.50384
344,0.41926,399.13552000000004
338,0.40996,390.28192
329,0.46287,440.65224
376,0.40621,386.71192
501,0.40476,385.33152
444,0.15113,143.87575999999999
458,0.09543,90.84936
446,0.07594,72.29487999999999
437,0.02652,25.24704
523,0.02724,25.93248
573,0.01457,13.87064
369,0.00585,5.5692
586,0.04243,40.39336
750,0.0953,90.7256
794,0.1137,108.24239999999999
794,0.08113,77.23576
794,0.07053,67.14456
794,0.04731,45.03912
794,0.04681,44.56312
794,0.08851,84.26152
783,0.07339,69.86728
794,0.085,80.92
765,0.10046,95.63792
782,0.10182,96.93263999999999
441,0.03282,31.24464
277,0.03658,34.82416
415,0.15912,151.48224000000002
356,0.40902,389.38704
143,0.35313,336.17976
113,0.47024,447.66848
95,0.31209,297.10967999999997
244,0.21814,207.66928000000001
78,0.11068,105.36736
64,0.04173,39.726960000000005
22,0.00273,2.59896
16,0.00473,4.50296
22,0.00584,5.559679999999999
66,0.00653,6.21656
31,0.01587,15.108239999999999
49,0.0336,31.987199999999998
100,0.05568,53.00736
50,0.07928,75.47456
102,0.07679,73.10408
109,0.06898,65.66896
59,0.05906,56.225120000000004
68,0.10078,95.94256
105,0.24482,233.06864000000002
121,0.20579,195.91208
181,0.48528,461.98656
224,0.52798,502.63696
283,0.50412,479.92224
268,0.43288,412.10176
158,0.33901,322.73751999999996
171,0.26303,250.40455999999998
162,0.18442,175.56784
189,0.11664,111.04128
220,0.06962,66.27824
228,0.13865,131.9948
112,0.16114,153.40528
69,0.08322,79.22544
105,0.11367,108.21383999999999
144,0.09789,93.19128
135,0.07839,74.62728
118,0.12054,114.75407999999999
147,0.18453,175.67256
247,0.28382,270.19664
292,0.32536,309.74271999999996
291,0.50091,476.86632
340,0.67096,638.75392
552,0.40076,381.52352
401,0.205,195.16
612,0.48718,463.79536
690,0.68614,653.20528
775,0.64944,618.26688
794,0.69478,661.4305599999999
786,0.67375,641.41
779,0.0613,58.3576
747,0.04357,41.47864
681,0.04981,47.41912
685,0.01276,12.14752
581,0.22412,213.36224
575,0.07104,67.63008
631,0.3615,344.14799999999997
662,0.42151,401.27752
675,0.58074,552.8644800000001
641,0.55082,524.38064
646,0.58602,557.89104
660,0.60939,580.13928
647,0.36917,351.44984
669,0.37492,356.92384
674,0.20541,195.55032
640,0.246,234.192
634,0.42559,405.16168000000005
623,0.2094,199.3488
584,0.3144,299.3088
608,0.19363,184.33576
603,0.27937,265.96024
587,0.22198,211.32496
480,0.25517,242.92184
273,0.26339,250.74728000000002
128,0.23741,226.01432
103,0.32527,309.65704
23,0.36015,342.86280000000005
70,0.64363,612.73576
130,0.58101,553.12152
146,0.71277,678.55704
59,0.61469,585.1848799999999
2,0.69011,656.98472
0,0.67859,646.01768
0,0.65508,623.63616
25,0.64096,610.1939199999999
60,0.65612,624.62624
88,0.66378,631.9185600000001
99,0.61829,588.61208
113,0.59511,566.54472
173,0.53394,508.31088
104,0.41967,399.52584
33,0.2255,214.67600000000002
88,0.31369,298.63288
75,0.22652,215.64704
130,0.15263,145.30375999999998
103,0.09001,85.68952
120,0.04397,41.85944
164,0.0755,71.876
301,0.12906,122.86512
198,0.17265,164.3628
263,0.15048,143.25696
488,0.10953,104.27256
687,0.07425,70.68599999999999
657,0.05568,53.00736
692,0.01862,17.72624
644,0.03099,29.50248
479,0.00815,7.758799999999999
354,0.0016,1.5232
325,0.00098,0.93296
198,0.02104,20.030079999999998
160,0.03641,34.66232
175,0.02089,19.88728
130,0.06801,64.74552
115,0.00385,3.6652
124,0.17749,168.97048
169,0.03149,29.978479999999998
329,0.05178,49.29456
467,0.0889,84.6328
442,0.04939,47.01928
382,0.02341,22.28632
306,0.01932,18.39264
92,0.01142,10.871839999999999
44,0.00792,7.53984
25,0.01118,10.643360000000001
25,0.01676,15.95552
52,0.03128,29.778560000000002
78,0.03347,31.86344
85,0.02205,20.991600000000002
59,0.00032,0.30464
9,0.0,0.0
3,0.00063,0.5997600000000001
3,0.0,0.0
8,0.02078,19.78256
12,0.00514,4.89328
64,0.00608,5.78816
72,0.04157,39.57464
93,0.08782,83.60463999999999
151,0.09368,89.18336
179,0.10755,102.3876
202,0.10335,98.3892
208,0.04148,39.488960000000006
318,0.2461,234.2872
472,0.27043,257.44936
669,0.14984,142.64768
502,0.12729,121.18007999999999
272,0.16417,156.28984
95,0.28681,273.04312
30,0.39064,371.88928
51,0.4326,411.8352
39,0.44172,420.51744
60,0.44544,424.05888
53,0.46724,444.81248
7,0.19234,183.10768000000002
7,0.22221,211.54391999999999
40,0.25107,239.01864
270,0.20122,191.56144
303,0.17385,165.5052
602,0.18505,176.1676
794,0.26071,248.19592
794,0.24153,229.93656
740,0.13374,127.32048
673,0.39798,378.87696
697,0.04807,45.762640000000005
765,0.09875,94.01
683,0.07345,69.9244
725,0.05607,53.378640000000004
794,0.01177,11.205039999999999
784,0.0,0.0
780,0.0008,0.7616
791,0.0,0.0
794,0.0,0.0
678,0.0,0.0
215,0.0,0.0
140,0.0,0.0
177,0.0,0.0
264,0.0,0.0
207,0.0016,1.5232
171,0.00427,4.065040000000001
283,0.00024,0.22848000000000002
466,0.00638,6.07376
396,0.03901,37.13752
517,0.02811,26.76072
561,0.08852,84.27104
627,0.05854,55.73008
703,0.04706,44.80112
723,0.0,0.0
704,0.03462,32.958239999999996
699,0.0732,69.6864
657,0.26392,251.25184
627,0.25044,238.41888
568,0.26959,256.64968
521,0.44583,424.43016
545,0.38566,367.14832
416,0.33845,322.20439999999996
388,0.20786,197.88271999999998
328,0.18599,177.06248
294,0.18867,179.61384
399,0.14404,137.12608
408,0.12831,122.15112
400,0.11802,112.35504
279,0.01706,16.24112
451,0.01966,18.71632
474,0.03438,32.72976
352,0.03779,35.976079999999996
490,0.03855,36.699600000000004
681,0.05337,50.80824
643,0.05439,51.77928
697,0.0563,53.5976
603,0.05727,54.52104
547,0.06024,57.34848
553,0.06255,59.547599999999996
487,0.02181,20.76312
470,0.05375,51.17
288,0.18567,176.75784
276,0.50583,481.55016
214,0.52407,498.91464
240,0.50011,476.10472000000004
238,0.53328,507.68255999999997
213,0.48745,464.0524
195,0.38215,363.8068
358,0.2649,252.18480000000002
456,0.1078,102.6256
428,0.07001,66.64952000000001
281,0.03004,28.59808
196,0.00859,8.17768
83,0.00411,3.9127199999999998
100,0.03849,36.642480000000006
119,0.06769,64.44088
129,0.04981,47.41912
108,0.05135,48.8852
59,0.07881,75.02712000000001
102,0.10766,102.49232
300,0.14424,137.31648
345,0.14642,139.39184
550,0.17675,168.266
88,0.13976,133.05151999999998
10,0.2011,191.4472
3,0.21391,203.64231999999998
22,0.2555,243.23600000000002
26,0.58947,561.1754400000001
267,0.36959,351.84968
242,0.14184,135.03168
180,0.13054,124.27407999999998
179,0.2693,256.3736
184,0.53773,511.91896
231,0.59577,567.17304
222,0.53908,513.20416
79,0.51229,487.70008
109,0.36889,351.18327999999997
118,0.28018,266.73136
125,0.18822,179.18544
191,0.11906,113.34512
165,0.12531,119.29512000000001
237,0.13143,125.12136
308,0.09526,90.68751999999999
422,0.19141,182.22232
483,0.13998,133.26095999999998
505,0.161,153.272
560,0.17653,168.05656
526,0.16572,157.76544
469,0.18105,172.3596
625,0.30718,292.43536
601,0.46293,440.70936
352,0.33427,318.22504000000004
372,0.33311,317.12072
337,0.33332,317.32064
207,0.3298,313.96959999999996
339,0.32124,305.82048000000003
400,0.24413,232.41176000000002
468,0.15799,150.40648
417,0.01881,17.90712
378,0.00539,5.131279999999999
160,0.00121,1.1519199999999998
162,0.0,0.0
150,0.01747,16.631439999999998
276,0.04413,42.01176
372,0.06429,61.20408
307,0.06381,60.74712
309,0.05308,50.532160000000005
264,0.04647,44.239439999999995
782,0.0451,42.9352
638,0.04413,42.01176
652,0.03047,29.00744
720,0.02525,24.038
775,0.039,37.128
601,0.06423,61.14695999999999
507,0.079,75.208
552,0.11441,108.91832
337,0.09631,91.68712000000001
341,0.18292,174.13984
199,0.38918,370.49936
223,0.42687,406.38024
228,0.49682,472.97264
363,0.5811,553.2072
316,0.6274,597.2847999999999
108,0.63933,608.64216
131,0.33762,321.41423999999995
142,0.16833,160.25016
116,0.08591,81.78632
383,0.07823,74.47496
379,0.12394,117.99087999999999
547,0.12574,119.70447999999999
458,0.17144,163.21088
413,0.25464,242.41727999999998
386,0.26154,248.98608
663,0.36478,347.27056
59,0.36804,350.37408
288,0.34203,325.61256
281,0.69305,659.7836000000001
109,0.61334,583.89968
273,0.36809,350.42168
365,0.37517,357.16184
336,0.43919,418.10888
294,0.50424,480.03648000000004
215,0.58271,554.73992
199,0.63493,604.45336
209,0.58721,559.02392
179,0.6216,591.7632
171,0.70377,669.98904
176,0.69764,664.15328
147,0.49963,475.64776
161,0.25738,245.02576
160,0.1612,153.4624
390,0.21421,203.92792
328,0.25972,247.25344
432,0.36547,347.92744
421,0.51978,494.83056
520,0.58705,558.8716
483,0.68407,651.23464
475,0.64806,616.95312
540,0.35993,342.65336
673,0.28069,267.21688
450,0.31013,295.24376
615,0.25983,247.35816
694,0.1583,150.70159999999998
432,0.18682,177.85264
536,0.02971,28.283920000000002
473,0.03119,29.69288
333,0.0431,41.0312
270,0.11958,113.84016000000001
225,0.09123,86.85096
151,0.04489,42.735279999999996
156,0.05752,54.75904
151,0.30094,286.49487999999997
105,0.27624,262.98048
113,0.19774,188.24848
122,0.20287,193.13224
142,0.23207,220.93064
163,0.25378,241.59856
163,0.24528,233.50656
179,0.26224,249.65247999999997
145,0.28411,270.47272
162,0.27513,261.92375999999996
134,0.26963,256.68775999999997
152,0.24378,232.07856
182,0.21128,201.13855999999998
190,0.28016,266.71232000000003
130,0.22727,216.36104
96,0.12992,123.68384
58,0.13552,129.01504
62,0.09233,87.89815999999999
7,0.03664,34.88128
0,0.08861,84.35672
0,0.33431,318.26312
0,0.24019,228.66088
0,0.38637,367.82424
0,0.34257,326.12664
0,0.32931,313.50311999999997
0,0.23275,221.578
0,0.09381,89.30712
0,0.07265,69.1628
2,0.07442,70.84784
13,0.03851,36.66152
14,0.08048,76.61695999999999
13,0.14021,133.47992
5,0.48057,457.50264
11,0.38853,369.88056
17,0.17013,161.96376
33,0.07849,74.72248
76,0.04824,45.924479999999996
167,0.31178,296.81456000000003
290,0.64027,609.53704
505,0.6902,657.0704000000001
553,0.78178,744.2545600000001
566,0.81665,777.4508
576,0.81079,771.87208
593,0.47664,453.76128
574,0.51923,494.30695999999995
481,0.76005,723.5676
351,0.75561,719.34072
330,0.65579,624.31208
242,0.29882,284.47664
185,0.22496,214.16191999999998
204,0.22391,213.16232
227,0.32505,309.4476
224,0.27273,259.63896
191,0.18548,176.57696
177,0.14993,142.73336
135,0.10209,97.18968
185,0.08473,80.66296
200,0.06611,62.93672
253,0.07932,75.51264
319,0.01207,11.49064
512,0.11068,105.36736
719,0.0847,80.6344
682,0.07813,74.37976
680,0.09024,85.90848
640,0.15642,148.91184
352,0.62848,598.3129600000001
246,0.72062,686.03024
328,0.64044,609.69888
207,0.62582,595.7806400000001
219,0.67362,641.28624
265,0.74095,705.3844
491,0.69708,663.62016
570,0.71824,683.7644799999999
630,0.80037,761.9522400000001
715,0.79507,756.90664
611,0.79499,756.83048
622,0.79365,755.5548
624,0.80832,769.5206400000001
651,0.81808,778.8121600000001
635,0.82361,784.0767199999999
647,0.82672,787.0374400000001
625,0.82599,786.34248
533,0.82106,781.64912
306,0.81525,776.118
156,0.78937,751.48024
61,0.73312,697.93024
19,0.73887,703.4042400000001
2,0.66838,636.2977599999999
15,0.58666,558.50032
55,0.52468,499.49536
140,0.31075,295.834
260,0.2535,241.332
323,0.16983,161.67816000000002
499,0.119,113.288
642,0.10855,103.33959999999999
636,0.10277,97.83704
695,0.04057,38.622640000000004
711,0.001,0.9520000000000001
654,0.0,0.0
647,0.0,0.0
653,0.00035,0.3332
580,0.00245,2.3324
646,0.01024,9.74848
580,0.02408,22.92416
584,0.04876,46.41952
590,0.10791,102.73032
548,0.07748,73.76096
504,0.11021,104.91992
342,0.15019,142.98087999999998
203,0.18011,171.46472
114,0.37196,354.10592
64,0.27174,258.69648
26,0.30969,294.82488
49,0.44295,421.6884
114,0.66187,630.10024
125,0.65331,621.95112
136,0.62878,598.59856
173,0.66414,632.2612799999999
200,0.71679,682.38408
197,0.72106,686.44912
110,0.73776,702.3475199999999
115,0.66631,634.3271199999999
100,0.70658,672.66416
126,0.82841,788.64632
97,0.8345,794.4440000000001
128,0.82406,784.50512
239,0.77478,737.59056
292,0.82838,788.61776
228,0.82221,782.74392
123,0.79012,752.19424
192,0.8345,794.4440000000001
95,0.8345,794.4440000000001
108,0.81763,778.3837599999999
120,0.8337,793.6824
92,0.7921,754.0792
58,0.74974,713.75248
31,0.54243,516.3933599999999
60,0.40015,380.94280000000003
12,0.64751,616.42952
99,0.7103,676.2056
260,0.50721,482.86392000000006
202,0.38382,365.39664
72,0.1012,96.3424
26,0.12204,116.18208
141,0.10078,95.94256
60,0.02427,23.10504
124,0.06415,61.0708
76,0.06036,57.46272
25,0.05489,52.25528
35,0.04911,46.752720000000004
11,0.0734,69.8768
15,0.11552,109.97503999999999
35,0.13626,129.71952
18,0.11145,106.1004
52,0.1039,98.9128
24,0.15574,148.26448
11,0.14111,134.33672
10,0.32595,310.30440000000004
35,0.53362,508.00624
80,0.34077,324.41304
87,0.18221,173.46392
124,0.02661,25.332720000000002
18,0.0261,24.8472
5,0.05404,51.446079999999995
5,0.10437,99.36024
1,0.0704,67.02080000000001
27,0.01019,9.70088
77,0.00027,0.25704
46,0.0,0.0
39,0.0,0.0
35,0.0,0.0
25,0.0032,3.0464
94,0.0016,1.5232
104,0.00654,6.22608
132,0.00881,8.38712
150,0.008,7.6160000000000005
226,0.0127,12.090399999999999
264,0.01282,12.20464
255,0.00888,8.45376
3,0.00164,1.56128
39,0.00081,0.7711199999999999
80,7.0e-5,0.06663999999999999
16,0.0,0.0
82,0.02389,22.743280000000002
202,0.33347,317.46344
185,0.41912,399.00224
111,0.264,251.328
100,0.20891,198.88232000000002
88,0.21073,200.61496
90,0.07194,68.48688
55,0.05979,56.920080000000006
22,0.1033,98.3416
11,0.08407,80.03464000000001
6,0.03044,28.978879999999997
2,0.00341,3.24632
3,0.0,0.0
23,0.0,0.0
65,0.00406,3.86512
136,0.01172,11.15744
109,0.01339,12.74728
236,0.01476,14.05152
228,0.01059,10.08168
326,0.01264,12.03328
297,0.0101,9.6152
343,0.00851,8.10152
333,0.01758,16.736159999999998
395,0.03439,32.739279999999994
462,0.04473,42.58296
550,0.05547,52.80744
698,0.09376,89.25952
690,0.15074,143.50448
746,0.1685,160.412
684,0.18755,178.5476
596,0.20663,196.71176
554,0.23042,219.35984000000002
688,0.25917,246.72984000000002
388,0.23866,227.20432000000002
630,0.08964,85.33727999999999
687,0.02345,22.324399999999997
735,0.00184,1.7516800000000001
721,0.0012,1.1423999999999999
781,0.03357,31.958640000000003
785,0.04788,45.581759999999996
792,0.1031,98.1512
794,0.1141,108.6232
790,0.12897,122.77944000000001
794,0.14761,140.52472
752,0.23279,221.61608
740,0.25319,241.03688000000002
725,0.09213,87.70776000000001
469,0.03433,32.682159999999996
568,0.00273,2.59896
569,0.01878,17.87856
478,0.00944,8.986880000000001
519,0.02729,25.980079999999997
549,0.23442,223.16783999999998
507,0.50332,479.16064
542,0.56631,539.12712
576,0.54055,514.6036
668,0.55992,533.0438399999999
639,0.529,503.608
622,0.31731,302.07912
620,0.12277,116.87704000000001
609,0.15277,145.43704
529,0.02129,20.26808
645,0.00609,5.79768
664,0.02132,20.29664
508,0.11342,107.97584
422,0.18548,176.57696
230,0.29105,277.07959999999997
180,0.46171,439.54792000000003
196,0.63863,607.97576
125,0.02815,26.7988
73,0.02053,19.54456
72,0.0,0.0
61,0.00363,3.45576
7,0.01145,10.9004
0,0.0012,1.1423999999999999
1,0.00815,7.758799999999999
3,0.01642,15.63184
104,0.16026,152.56752
333,0.17392,165.57183999999998
344,0.17214,163.87727999999998
629,0.27564,262.40928
585,0.34189,325.47928
643,0.23765,226.2428
697,0.13443,127.97735999999999
732,0.08797,83.74744000000001
769,0.01295,12.3284
780,0.06112,58.18624
790,0.10004,95.23808000000001
794,0.09562,91.03023999999999
761,0.28741,273.61432
737,0.33135,315.4452
704,0.38393,365.50136
713,0.38685,368.2812
633,0.22746,216.54192
488,0.21916,208.64032
494,0.32989,314.05528000000004
405,0.55322,526.66544
361,0.48923,465.74696
329,0.51662,491.82223999999997
292,0.5296,504.1792
302,0.57499,547.39048
364,0.78855,750.6995999999999
352,0.76481,728.09912
374,0.80799,769.2064799999999
347,0.7118,677.6336
240,0.78232,744.76864
214,0.65701,625.47352
204,0.55556,528.8931200000001
235,0.66495,633.0324
306,0.68372,650.90144
316,0.81739,778.15528
517,0.82523,785.61896
510,0.81791,778.6503200000001
390,0.83046,790.5979199999999
469,0.81256,773.5571199999999
439,0.79258,754.53616
481,0.66844,636.35488
486,0.51312,488.49024000000003
477,0.42351,403.18152
425,0.29708,282.82016
364,0.2467,234.8584
338,0.28084,267.35967999999997
214,0.20063,190.99976
85,0.18857,179.51863999999998
51,0.16333,155.49016
44,0.12868,122.50335999999999
40,0.30026,285.84752000000003
25,0.29129,277.30808
16,0.16954,161.40207999999998
6,0.26579,253.03208000000004
2,0.33146,315.54992
2,0.38263,364.26376000000005
0,0.48421,460.96792
0,0.55422,527.61744
9,0.64536,614.3827200000001
6,0.68551,652.60552
18,0.65317,621.81784
10,0.49119,467.61288
10,0.50419,479.98888000000005
5,0.56801,540.74552
2,0.64233,611.49816
0,0.61177,582.40504
1,0.70555,671.6836
0,0.70184,668.15168
3,0.71009,676.00568
20,0.73265,697.4828
21,0.60256,573.63712
19,0.50505,480.8076
45,0.32402,308.46704
71,0.2252,214.3904
72,0.12872,122.54144
68,0.08739,83.19528
23,0.02827,26.91304
17,0.02536,24.14272
1,0.01263,12.023760000000001
2,0.02957,28.15064
4,0.01917,18.24984
13,0.01916,18.24032
17,0.02836,26.99872
30,0.05306,50.51312
11,0.08897,84.69944
60,0.08127,77.36904
26,0.06158,58.62416
22,0.05509,52.44568
16,0.11385,108.38520000000001
24,0.09767,92.98184
25,0.18773,178.71896
33,0.36836,350.67872
40,0.3391,322.8232
35,0.13436,127.91072000000001
81,0.01928,18.35456
64,0.00141,1.34232
27,0.00958,9.12016
31,0.08925,84.966
24,0.07438,70.80976
13,0.10114,96.28528
0,0.25082,238.78063999999998
0,0.24542,233.63984
0,0.09733,92.65816
