membership_id,parent_object_id,parent_object_name,parent_class_name,child_class_name,category,object_id,name,property_name,property_unit,property_value,band,date_to,date_from,memo,scenario_category,scenario,action,data_file_tag,data_file,variable_tag,timeslice_tag,timeslice,variable_name,variable
65,1,System,System,Generator,NG CT,66,Clark 15,Min Time To Repair,h,0.0,1,,,,Generator Properties,Use Generic Properties,,,,,,,,
65,1,System,System,Generator,NG CT,66,Clark 15,Repair Time Scale,-,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,NG CT Repair Time Scale,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
66,1,System,System,Generator,NG CT,67,Clark 16,Units,-,0.0,1,2050-01-01T00:00:00,,,Resource Portfolios,Planned Owned Thermal Retirements,,,,,,,,
66,1,System,System,Generator,NG CT,67,Clark 16,Min Stable Level,MW,0.0,1,,,,Generator Properties,Thermal Gen Min Stable Level,,Min Stable Level,datafiles\Generator Unit Properties\Min Stable Level.csv,,,,,
66,1,System,System,Generator,NG CT,67,Clark 16,Heat Rate Base,MMBtu/h,153.64919,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
66,1,System,System,Generator,NG CT,67,Clark 16,Heat Rate Incr,Btu/kWh,807.3943,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
66,1,System,System,Generator,NG CT,67,Clark 16,Heat Rate Incr2,Btu/kWh²,0.16017558,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
66,1,System,System,Generator,NG CT,67,Clark 16,VO&M Charge,$/MWh,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,NG CT VO&M Charge,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
66,1,System,System,Generator,NG CT,67,Clark 16,Start Cost,$,0.0,1,,,Based on Max Capacity x start cost ($/MW),Generator Properties,Use Generic Properties,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CT Start Cost,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
66,1,System,System,Generator,NG CT,67,Clark 16,Min Up Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,NG CT Min Up Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
66,1,System,System,Generator,NG CT,67,Clark 16,Min Down Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,NG CT Min Down Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
66,1,System,System,Generator,NG CT,67,Clark 16,Max Ramp Up,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CT Max Ramp Up,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
66,1,System,System,Generator,NG CT,67,Clark 16,Max Ramp Down,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CT Max Ramp Down,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
66,1,System,System,Generator,NG CT,67,Clark 16,Forced Outage Rate,%,0.0,1,,,,Generator Properties,Use Generic Properties,,Forced Outage Rates (EFORd),datafiles\Generator Unit Properties\Forced Outage Rates.csv,,,,,
66,1,System,System,Generator,NG CT,67,Clark 16,Maintenance Frequency,-,0.0,2,,,,Generator Properties,Use Generic Properties,=,,,NG CT Maintenance Frequency,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
66,1,System,System,Generator,NG CT,67,Clark 16,Mean Time to Repair,h,24.0,2,,,,Generator Properties,Use Generic Properties,=,,,NG CT Mean Time to Repair,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
66,1,System,System,Generator,NG CT,67,Clark 16,Min Time To Repair,h,0.0,1,,,,Generator Properties,Use Generic Properties,,,,,,,,
66,1,System,System,Generator,NG CT,67,Clark 16,Repair Time Scale,-,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,NG CT Repair Time Scale,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
67,1,System,System,Generator,NG CT,68,Clark 17,Units,-,0.0,1,2050-01-01T00:00:00,,,Resource Portfolios,Planned Owned Thermal Retirements,,,,,,,,
67,1,System,System,Generator,NG CT,68,Clark 17,Min Stable Level,MW,0.0,1,,,,Generator Properties,Thermal Gen Min Stable Level,,Min Stable Level,datafiles\Generator Unit Properties\Min Stable Level.csv,,,,,
67,1,System,System,Generator,NG CT,68,Clark 17,Heat Rate Base,MMBtu/h,203.04068,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
67,1,System,System,Generator,NG CT,68,Clark 17,Heat Rate Incr,Btu/kWh,-3202.3123,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
67,1,System,System,Generator,NG CT,68,Clark 17,Heat Rate Incr2,Btu/kWh²,0.24794152,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
67,1,System,System,Generator,NG CT,68,Clark 17,VO&M Charge,$/MWh,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,NG CT VO&M Charge,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
67,1,System,System,Generator,NG CT,68,Clark 17,Start Cost,$,0.0,1,,,Based on Max Capacity x start cost ($/MW),Generator Properties,Use Generic Properties,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CT Start Cost,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
67,1,System,System,Generator,NG CT,68,Clark 17,Min Up Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,NG CT Min Up Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
67,1,System,System,Generator,NG CT,68,Clark 17,Min Down Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,NG CT Min Down Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
67,1,System,System,Generator,NG CT,68,Clark 17,Max Ramp Up,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CT Max Ramp Up,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
67,1,System,System,Generator,NG CT,68,Clark 17,Max Ramp Down,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CT Max Ramp Down,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
67,1,System,System,Generator,NG CT,68,Clark 17,Forced Outage Rate,%,0.0,1,,,,Generator Properties,Use Generic Properties,,Forced Outage Rates (EFORd),datafiles\Generator Unit Properties\Forced Outage Rates.csv,,,,,
67,1,System,System,Generator,NG CT,68,Clark 17,Maintenance Frequency,-,0.0,2,,,,Generator Properties,Use Generic Properties,=,,,NG CT Maintenance Frequency,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
67,1,System,System,Generator,NG CT,68,Clark 17,Mean Time to Repair,h,24.0,2,,,,Generator Properties,Use Generic Properties,=,,,NG CT Mean Time to Repair,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
67,1,System,System,Generator,NG CT,68,Clark 17,Min Time To Repair,h,0.0,1,,,,Generator Properties,Use Generic Properties,,,,,,,,
67,1,System,System,Generator,NG CT,68,Clark 17,Repair Time Scale,-,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,NG CT Repair Time Scale,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
68,1,System,System,Generator,NG CT,69,Clark 18,Units,-,0.0,1,2050-01-01T00:00:00,,,Resource Portfolios,Planned Owned Thermal Retirements,,,,,,,,
68,1,System,System,Generator,NG CT,69,Clark 18,Min Stable Level,MW,0.0,1,,,,Generator Properties,Thermal Gen Min Stable Level,,Min Stable Level,datafiles\Generator Unit Properties\Min Stable Level.csv,,,,,
68,1,System,System,Generator,NG CT,69,Clark 18,Heat Rate Base,MMBtu/h,203.04068,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
68,1,System,System,Generator,NG CT,69,Clark 18,Heat Rate Incr,Btu/kWh,-3202.3123,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
68,1,System,System,Generator,NG CT,69,Clark 18,Heat Rate Incr2,Btu/kWh²,0.24794152,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
68,1,System,System,Generator,NG CT,69,Clark 18,VO&M Charge,$/MWh,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,NG CT VO&M Charge,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
68,1,System,System,Generator,NG CT,69,Clark 18,Start Cost,$,0.0,1,,,Based on Max Capacity x start cost ($/MW),Generator Properties,Use Generic Properties,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CT Start Cost,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
68,1,System,System,Generator,NG CT,69,Clark 18,Min Up Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,NG CT Min Up Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
68,1,System,System,Generator,NG CT,69,Clark 18,Min Down Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,NG CT Min Down Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
68,1,System,System,Generator,NG CT,69,Clark 18,Max Ramp Up,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CT Max Ramp Up,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
68,1,System,System,Generator,NG CT,69,Clark 18,Max Ramp Down,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CT Max Ramp Down,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
68,1,System,System,Generator,NG CT,69,Clark 18,Forced Outage Rate,%,0.0,1,,,,Generator Properties,Use Generic Properties,,Forced Outage Rates (EFORd),datafiles\Generator Unit Properties\Forced Outage Rates.csv,,,,,
68,1,System,System,Generator,NG CT,69,Clark 18,Maintenance Frequency,-,0.0,2,,,,Generator Properties,Use Generic Properties,=,,,NG CT Maintenance Frequency,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
68,1,System,System,Generator,NG CT,69,Clark 18,Mean Time to Repair,h,24.0,2,,,,Generator Properties,Use Generic Properties,=,,,NG CT Mean Time to Repair,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
68,1,System,System,Generator,NG CT,69,Clark 18,Min Time To Repair,h,0.0,1,,,,Generator Properties,Use Generic Properties,,,,,,,,
68,1,System,System,Generator,NG CT,69,Clark 18,Repair Time Scale,-,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,NG CT Repair Time Scale,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
69,1,System,System,Generator,NG CT,70,Clark 19,Units,-,0.0,1,2050-01-01T00:00:00,,,Resource Portfolios,Planned Owned Thermal Retirements,,,,,,,,
69,1,System,System,Generator,NG CT,70,Clark 19,Min Stable Level,MW,0.0,1,,,,Generator Properties,Thermal Gen Min Stable Level,,Min Stable Level,datafiles\Generator Unit Properties\Min Stable Level.csv,,,,,
69,1,System,System,Generator,NG CT,70,Clark 19,Heat Rate Base,MMBtu/h,147.51094,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
69,1,System,System,Generator,NG CT,70,Clark 19,Heat Rate Incr,Btu/kWh,-30.06935,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
69,1,System,System,Generator,NG CT,70,Clark 19,Heat Rate Incr2,Btu/kWh²,0.20425971,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
69,1,System,System,Generator,NG CT,70,Clark 19,VO&M Charge,$/MWh,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,NG CT VO&M Charge,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
69,1,System,System,Generator,NG CT,70,Clark 19,Start Cost,$,0.0,1,,,Based on Max Capacity x start cost ($/MW),Generator Properties,Use Generic Properties,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CT Start Cost,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
69,1,System,System,Generator,NG CT,70,Clark 19,Min Up Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,NG CT Min Up Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
69,1,System,System,Generator,NG CT,70,Clark 19,Min Down Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,NG CT Min Down Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
69,1,System,System,Generator,NG CT,70,Clark 19,Max Ramp Up,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CT Max Ramp Up,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
69,1,System,System,Generator,NG CT,70,Clark 19,Max Ramp Down,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CT Max Ramp Down,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
69,1,System,System,Generator,NG CT,70,Clark 19,Forced Outage Rate,%,0.0,1,,,,Generator Properties,Use Generic Properties,,Forced Outage Rates (EFORd),datafiles\Generator Unit Properties\Forced Outage Rates.csv,,,,,
69,1,System,System,Generator,NG CT,70,Clark 19,Maintenance Frequency,-,0.0,2,,,,Generator Properties,Use Generic Properties,=,,,NG CT Maintenance Frequency,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
69,1,System,System,Generator,NG CT,70,Clark 19,Mean Time to Repair,h,24.0,2,,,,Generator Properties,Use Generic Properties,=,,,NG CT Mean Time to Repair,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
69,1,System,System,Generator,NG CT,70,Clark 19,Min Time To Repair,h,0.0,1,,,,Generator Properties,Use Generic Properties,,,,,,,,
69,1,System,System,Generator,NG CT,70,Clark 19,Repair Time Scale,-,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,NG CT Repair Time Scale,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
70,1,System,System,Generator,NG CT,71,Clark 20,Units,-,0.0,1,2050-01-01T00:00:00,,,Resource Portfolios,Planned Owned Thermal Retirements,,,,,,,,
70,1,System,System,Generator,NG CT,71,Clark 20,Min Stable Level,MW,0.0,1,,,,Generator Properties,Thermal Gen Min Stable Level,,Min Stable Level,datafiles\Generator Unit Properties\Min Stable Level.csv,,,,,
70,1,System,System,Generator,NG CT,71,Clark 20,Heat Rate Base,MMBtu/h,91.72316,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
70,1,System,System,Generator,NG CT,71,Clark 20,Heat Rate Incr,Btu/kWh,4477.098,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
70,1,System,System,Generator,NG CT,71,Clark 20,Heat Rate Incr2,Btu/kWh²,0.11581472,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
70,1,System,System,Generator,NG CT,71,Clark 20,VO&M Charge,$/MWh,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,NG CT VO&M Charge,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
70,1,System,System,Generator,NG CT,71,Clark 20,Start Cost,$,0.0,1,,,Based on Max Capacity x start cost ($/MW),Generator Properties,Use Generic Properties,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CT Start Cost,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
70,1,System,System,Generator,NG CT,71,Clark 20,Min Up Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,NG CT Min Up Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
70,1,System,System,Generator,NG CT,71,Clark 20,Min Down Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,NG CT Min Down Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
70,1,System,System,Generator,NG CT,71,Clark 20,Max Ramp Up,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CT Max Ramp Up,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
70,1,System,System,Generator,NG CT,71,Clark 20,Max Ramp Down,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CT Max Ramp Down,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
70,1,System,System,Generator,NG CT,71,Clark 20,Forced Outage Rate,%,0.0,1,,,,Generator Properties,Use Generic Properties,,Forced Outage Rates (EFORd),datafiles\Generator Unit Properties\Forced Outage Rates.csv,,,,,
70,1,System,System,Generator,NG CT,71,Clark 20,Maintenance Frequency,-,0.0,2,,,,Generator Properties,Use Generic Properties,=,,,NG CT Maintenance Frequency,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
70,1,System,System,Generator,NG CT,71,Clark 20,Mean Time to Repair,h,24.0,2,,,,Generator Properties,Use Generic Properties,=,,,NG CT Mean Time to Repair,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
70,1,System,System,Generator,NG CT,71,Clark 20,Min Time To Repair,h,0.0,1,,,,Generator Properties,Use Generic Properties,,,,,,,,
70,1,System,System,Generator,NG CT,71,Clark 20,Repair Time Scale,-,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,NG CT Repair Time Scale,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
71,1,System,System,Generator,NG CT,72,Clark 21,Units,-,0.0,1,2050-01-01T00:00:00,,,Resource Portfolios,Planned Owned Thermal Retirements,,,,,,,,
71,1,System,System,Generator,NG CT,72,Clark 21,Min Stable Level,MW,0.0,1,,,,Generator Properties,Thermal Gen Min Stable Level,,Min Stable Level,datafiles\Generator Unit Properties\Min Stable Level.csv,,,,,
71,1,System,System,Generator,NG CT,72,Clark 21,Heat Rate Base,MMBtu/h,149.34467,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
71,1,System,System,Generator,NG CT,72,Clark 21,Heat Rate Incr,Btu/kWh,1520.2458,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
71,1,System,System,Generator,NG CT,72,Clark 21,Heat Rate Incr2,Btu/kWh²,0.1574959,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
71,1,System,System,Generator,NG CT,72,Clark 21,VO&M Charge,$/MWh,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,NG CT VO&M Charge,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
71,1,System,System,Generator,NG CT,72,Clark 21,Start Cost,$,0.0,1,,,Based on Max Capacity x start cost ($/MW),Generator Properties,Use Generic Properties,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CT Start Cost,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
71,1,System,System,Generator,NG CT,72,Clark 21,Min Up Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,NG CT Min Up Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
71,1,System,System,Generator,NG CT,72,Clark 21,Min Down Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,NG CT Min Down Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
71,1,System,System,Generator,NG CT,72,Clark 21,Max Ramp Up,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CT Max Ramp Up,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
71,1,System,System,Generator,NG CT,72,Clark 21,Max Ramp Down,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CT Max Ramp Down,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
71,1,System,System,Generator,NG CT,72,Clark 21,Forced Outage Rate,%,0.0,1,,,,Generator Properties,Use Generic Properties,,Forced Outage Rates (EFORd),datafiles\Generator Unit Properties\Forced Outage Rates.csv,,,,,
71,1,System,System,Generator,NG CT,72,Clark 21,Maintenance Frequency,-,0.0,2,,,,Generator Properties,Use Generic Properties,=,,,NG CT Maintenance Frequency,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
71,1,System,System,Generator,NG CT,72,Clark 21,Mean Time to Repair,h,24.0,2,,,,Generator Properties,Use Generic Properties,=,,,NG CT Mean Time to Repair,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
71,1,System,System,Generator,NG CT,72,Clark 21,Min Time To Repair,h,0.0,1,,,,Generator Properties,Use Generic Properties,,,,,,,,
71,1,System,System,Generator,NG CT,72,Clark 21,Repair Time Scale,-,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,NG CT Repair Time Scale,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
72,1,System,System,Generator,NG CT,73,Clark 22,Units,-,0.0,1,2050-01-01T00:00:00,,,Resource Portfolios,Planned Owned Thermal Retirements,,,,,,,,
72,1,System,System,Generator,NG CT,73,Clark 22,Min Stable Level,MW,0.0,1,,,,Generator Properties,Thermal Gen Min Stable Level,,Min Stable Level,datafiles\Generator Unit Properties\Min Stable Level.csv,,,,,
72,1,System,System,Generator,NG CT,73,Clark 22,Heat Rate Base,MMBtu/h,203.04068,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
72,1,System,System,Generator,NG CT,73,Clark 22,Heat Rate Incr,Btu/kWh,-3202.3123,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
72,1,System,System,Generator,NG CT,73,Clark 22,Heat Rate Incr2,Btu/kWh²,0.24794152,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
72,1,System,System,Generator,NG CT,73,Clark 22,VO&M Charge,$/MWh,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,NG CT VO&M Charge,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
72,1,System,System,Generator,NG CT,73,Clark 22,Start Cost,$,0.0,1,,,Based on Max Capacity x start cost ($/MW),Generator Properties,Use Generic Properties,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CT Start Cost,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
72,1,System,System,Generator,NG CT,73,Clark 22,Min Up Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,NG CT Min Up Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
72,1,System,System,Generator,NG CT,73,Clark 22,Min Down Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,NG CT Min Down Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
72,1,System,System,Generator,NG CT,73,Clark 22,Max Ramp Up,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CT Max Ramp Up,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
72,1,System,System,Generator,NG CT,73,Clark 22,Max Ramp Down,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CT Max Ramp Down,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
72,1,System,System,Generator,NG CT,73,Clark 22,Forced Outage Rate,%,0.0,1,,,,Generator Properties,Use Generic Properties,,Forced Outage Rates (EFORd),datafiles\Generator Unit Properties\Forced Outage Rates.csv,,,,,
72,1,System,System,Generator,NG CT,73,Clark 22,Maintenance Frequency,-,0.0,2,,,,Generator Properties,Use Generic Properties,=,,,NG CT Maintenance Frequency,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
72,1,System,System,Generator,NG CT,73,Clark 22,Mean Time to Repair,h,24.0,2,,,,Generator Properties,Use Generic Properties,=,,,NG CT Mean Time to Repair,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
72,1,System,System,Generator,NG CT,73,Clark 22,Min Time To Repair,h,0.0,1,,,,Generator Properties,Use Generic Properties,,,,,,,,
72,1,System,System,Generator,NG CT,73,Clark 22,Repair Time Scale,-,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,NG CT Repair Time Scale,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
73,1,System,System,Generator,NG CT,74,Clark 4,Units,-,0.0,1,2036-01-01T00:00:00,,,Resource Portfolios,Planned Owned Thermal Retirements,,,,,,,,
73,1,System,System,Generator,NG CT,74,Clark 4,Min Stable Level,MW,0.0,1,,,,Generator Properties,Thermal Gen Min Stable Level,,Min Stable Level,datafiles\Generator Unit Properties\Min Stable Level.csv,,,,,
73,1,System,System,Generator,NG CT,74,Clark 4,Heat Rate Base,MMBtu/h,203.04068,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
73,1,System,System,Generator,NG CT,74,Clark 4,Heat Rate Incr,Btu/kWh,-3202.3123,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
73,1,System,System,Generator,NG CT,74,Clark 4,Heat Rate Incr2,Btu/kWh²,0.24794152,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
73,1,System,System,Generator,NG CT,74,Clark 4,VO&M Charge,$/MWh,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,NG CT VO&M Charge,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
73,1,System,System,Generator,NG CT,74,Clark 4,Start Cost,$,0.0,1,,,Based on Max Capacity x start cost ($/MW),Generator Properties,Use Generic Properties,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CT Start Cost,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
73,1,System,System,Generator,NG CT,74,Clark 4,Min Up Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,NG CT Min Up Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
