membership_id,parent_object_id,parent_object_name,parent_class_name,child_class_name,category,object_id,name,property_name,property_unit,property_value,band,date_to,date_from,memo,scenario_category,scenario,action,data_file_tag,data_file,variable_tag,timeslice_tag,timeslice,variable_name,variable
93,1,System,System,Generator,NG ST,94,Ft. Churchill 2,Rating,MW,0.0,1,,,,,,,Summer Capacity,datafiles\Generator Unit Properties\Summer Capacity.csv,,Summer,M5-10,,
93,1,System,System,Generator,NG ST,94,Ft. Churchill 2,Rating,MW,0.0,1,,,,,,,Winter Capacity,datafiles\Generator Unit Properties\Winter Capacity.csv,,Winter,M1-4;M11-12,,
93,1,System,System,Generator,NG ST,94,Ft. Churchill 2,Firm Capacity,MW,0.0,1,,,,,,×,Peak Capacity for LT,datafiles\Generator Unit Properties\Peak Capacity for LT.csv,Ft. Churchill 2 UCAP Factor,,,Unit Specific UCAP Factors,datafiles\Firm Capacity Factors\Unit Specific UCAP Factors.csv
94,1,System,System,Generator,Concentrated Solar,95,Ft. Churchill Solar,Random Number Seed,-,612247.0,1,,,,,,,,,,,,,
94,1,System,System,Generator,Concentrated Solar,95,Ft. Churchill Solar,Max Capacity,MW,19.0,1,,,,,,,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,,,,,
94,1,System,System,Generator,Concentrated Solar,95,Ft. Churchill Solar,Firm Capacity,MW,0.0,1,,,,,,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,Base Firm Capacity Factor - CSP,,,,
95,1,System,System,Generator,Geothermal,96,Galena 1,Random Number Seed,-,179485.0,1,,,,,,,,,,,,,
95,1,System,System,Generator,Geothermal,96,Galena 1,Repair Time Distribution,-,0.0,2,,,,,,,,,,,,,
95,1,System,System,Generator,Geothermal,96,Galena 1,Repair Time Distribution,-,3.0,1,,,,,,,,,,,,,
95,1,System,System,Generator,Geothermal,96,Galena 1,Max Capacity,MW,0.0,1,,,,,,,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,,,,,
95,1,System,System,Generator,Geothermal,96,Galena 1,Heat Rate,Btu/kWh,0.0,1,,,,,,,Average Heat Rate,datafiles\Generator Unit Properties\Average Heat Rate.csv,,,,,
95,1,System,System,Generator,Geothermal,96,Galena 1,Rating,MW,0.0,1,,,,,,,Summer Capacity,datafiles\Generator Unit Properties\Summer Capacity.csv,,Summer,M5-10,,
95,1,System,System,Generator,Geothermal,96,Galena 1,Rating,MW,0.0,1,,,,,,,Winter Capacity,datafiles\Generator Unit Properties\Winter Capacity.csv,,Winter,M1-4;M11-12,,
95,1,System,System,Generator,Geothermal,96,Galena 1,Firm Capacity,MW,0.0,1,,,,,,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,Base Firm Capacity Factor - Geothermal,,,,
96,1,System,System,Generator,Geothermal,97,Galena 3 Geothermal Power Plant,Random Number Seed,-,218950.0,1,,,,,,,,,,,,,
96,1,System,System,Generator,Geothermal,97,Galena 3 Geothermal Power Plant,Repair Time Distribution,-,0.0,2,,,,,,,,,,,,,
96,1,System,System,Generator,Geothermal,97,Galena 3 Geothermal Power Plant,Repair Time Distribution,-,3.0,1,,,,,,,,,,,,,
96,1,System,System,Generator,Geothermal,97,Galena 3 Geothermal Power Plant,Max Capacity,MW,0.0,1,,,,,,,Max Capacity - Time Dependent,datafiles\Generator Unit Properties\Max Capacity - Time Dependent.csv,,,,,
96,1,System,System,Generator,Geothermal,97,Galena 3 Geothermal Power Plant,Heat Rate,Btu/kWh,0.0,1,,,,,,,Average Heat Rate,datafiles\Generator Unit Properties\Average Heat Rate.csv,,,,,
96,1,System,System,Generator,Geothermal,97,Galena 3 Geothermal Power Plant,Rating,MW,0.0,1,,,,,,,Summer Capacity - Time Dependent,datafiles\Generator Unit Properties\Summer Capacity - Time Dependent.csv,,Summer,M5-10,,
96,1,System,System,Generator,Geothermal,97,Galena 3 Geothermal Power Plant,Rating,MW,0.0,1,,,,,,,Winter Capacity - Time Dependent,datafiles\Generator Unit Properties\Winter Capacity - Time Dependent.csv,,Winter,M1-4;M11-12,,
96,1,System,System,Generator,Geothermal,97,Galena 3 Geothermal Power Plant,Firm Capacity,MW,0.0,1,,,,,,×,Max Capacity - Time Dependent,datafiles\Generator Unit Properties\Max Capacity - Time Dependent.csv,Base Firm Capacity Factor - Geothermal,,,,
97,1,System,System,Generator,UPV - Hybrid,98,Gemini Solar,Random Number Seed,-,260653.0,1,,,,,,,,,,,,,
97,1,System,System,Generator,UPV - Hybrid,98,Gemini Solar,Max Capacity,MW,19.0,1,,,,,,,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,,,,,
97,1,System,System,Generator,UPV - Hybrid,98,Gemini Solar,Firm Capacity,MW,0.0,1,,,,,,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,Base Firm Capacity Factor - UPV (Hybrid),,,,
98,1,System,System,Generator,Geothermal,99,Gerlach,Random Number Seed,-,480733.0,1,,,,,,,,,,,,,
98,1,System,System,Generator,Geothermal,99,Gerlach,Repair Time Distribution,-,0.0,2,,,,,,,,,,,,,
98,1,System,System,Generator,Geothermal,99,Gerlach,Repair Time Distribution,-,3.0,1,,,,,,,,,,,,,
98,1,System,System,Generator,Geothermal,99,Gerlach,Max Capacity,MW,0.0,1,,,,,,,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,,,,,
98,1,System,System,Generator,Geothermal,99,Gerlach,Heat Rate,Btu/kWh,0.0,1,,,,,,,Average Heat Rate,datafiles\Generator Unit Properties\Average Heat Rate.csv,,,,,
98,1,System,System,Generator,Geothermal,99,Gerlach,Rating,MW,0.0,1,,,,,,,Summer Capacity,datafiles\Generator Unit Properties\Summer Capacity.csv,,Summer,M5-10,,
98,1,System,System,Generator,Geothermal,99,Gerlach,Rating,MW,0.0,1,,,,,,,Winter Capacity,datafiles\Generator Unit Properties\Winter Capacity.csv,,Winter,M1-4;M11-12,,
98,1,System,System,Generator,Geothermal,99,Gerlach,Firm Capacity,MW,0.0,1,,,,,,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,Base Firm Capacity Factor - Geothermal,,,,
99,1,System,System,Generator,Other,100,Goodsprings,Random Number Seed,-,881219.0,1,,,,,,,,,,,,,
99,1,System,System,Generator,Other,100,Goodsprings,Repair Time Distribution,-,0.0,2,,,,,,,,,,,,,
99,1,System,System,Generator,Other,100,Goodsprings,Repair Time Distribution,-,3.0,1,,,,,,,,,,,,,
99,1,System,System,Generator,Other,100,Goodsprings,Max Capacity,MW,0.0,1,,,,,,,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,,,,,
99,1,System,System,Generator,Other,100,Goodsprings,Heat Rate,Btu/kWh,0.0,1,,,Always using Avg. HR - No Scenario needed,,,,Average Heat Rate,datafiles\Generator Unit Properties\Average Heat Rate.csv,,,,,
99,1,System,System,Generator,Other,100,Goodsprings,Rating,MW,0.0,1,,,,,,,Summer Capacity,datafiles\Generator Unit Properties\Summer Capacity.csv,,Summer,M5-10,,
99,1,System,System,Generator,Other,100,Goodsprings,Rating,MW,0.0,1,,,,,,,Winter Capacity,datafiles\Generator Unit Properties\Winter Capacity.csv,,Winter,M1-4;M11-12,,
99,1,System,System,Generator,Other,100,Goodsprings,Firm Capacity,MW,0.0,1,,,,,,×,Summer Capacity,datafiles\Generator Unit Properties\Summer Capacity.csv,Other UCAP Factor,,,Generic Thermal and Hydro UCAP Factors,datafiles\Firm Capacity Factors\Generic Thermal and Hydro UCAP Factors.csv
100,1,System,System,Generator,NG CT,101,Harry Allen 3,Random Number Seed,-,826412.0,1,,,,,,,,,,,,,
100,1,System,System,Generator,NG CT,101,Harry Allen 3,Repair Time Distribution,-,0.0,2,,,,,,,,,,,,,
100,1,System,System,Generator,NG CT,101,Harry Allen 3,Repair Time Distribution,-,3.0,1,,,,,,,,,,,,,
100,1,System,System,Generator,NG CT,101,Harry Allen 3,Max Capacity,MW,0.0,1,,,,,,,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,,,,,
100,1,System,System,Generator,NG CT,101,Harry Allen 3,Rating,MW,0.0,1,,,,,,,Summer Capacity,datafiles\Generator Unit Properties\Summer Capacity.csv,,Summer,M5-10,,
100,1,System,System,Generator,NG CT,101,Harry Allen 3,Rating,MW,0.0,1,,,,,,,Winter Capacity,datafiles\Generator Unit Properties\Winter Capacity.csv,,Winter,M1-4;M11-12,,
100,1,System,System,Generator,NG CT,101,Harry Allen 3,Firm Capacity,MW,0.0,1,,,,,,×,Peak Capacity for LT,datafiles\Generator Unit Properties\Peak Capacity for LT.csv,Harry Allen 3 UCAP Factor,,,Unit Specific UCAP Factors,datafiles\Firm Capacity Factors\Unit Specific UCAP Factors.csv
101,1,System,System,Generator,NG CT,102,Harry Allen 4,Random Number Seed,-,907763.0,1,,,,,,,,,,,,,
101,1,System,System,Generator,NG CT,102,Harry Allen 4,Repair Time Distribution,-,0.0,2,,,,,,,,,,,,,
101,1,System,System,Generator,NG CT,102,Harry Allen 4,Repair Time Distribution,-,3.0,1,,,,,,,,,,,,,
101,1,System,System,Generator,NG CT,102,Harry Allen 4,Max Capacity,MW,0.0,1,,,,,,,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,,,,,
101,1,System,System,Generator,NG CT,102,Harry Allen 4,Rating,MW,0.0,1,,,,,,,Summer Capacity,datafiles\Generator Unit Properties\Summer Capacity.csv,,Summer,M5-10,,
101,1,System,System,Generator,NG CT,102,Harry Allen 4,Rating,MW,0.0,1,,,,,,,Winter Capacity,datafiles\Generator Unit Properties\Winter Capacity.csv,,Winter,M1-4;M11-12,,
101,1,System,System,Generator,NG CT,102,Harry Allen 4,Firm Capacity,MW,0.0,1,,,,,,×,Peak Capacity for LT,datafiles\Generator Unit Properties\Peak Capacity for LT.csv,Harry Allen 4 UCAP Factor,,,Unit Specific UCAP Factors,datafiles\Firm Capacity Factors\Unit Specific UCAP Factors.csv
102,1,System,System,Generator,NG CC,103,Harry Allen CC_A,Random Number Seed,-,854438.0,1,,,,,,,,,,,,,
102,1,System,System,Generator,NG CC,103,Harry Allen CC_A,Repair Time Distribution,-,0.0,2,,,,,,,,,,,,,
102,1,System,System,Generator,NG CC,103,Harry Allen CC_A,Repair Time Distribution,-,3.0,1,,,,,,,,,,,,,
102,1,System,System,Generator,NG CC,103,Harry Allen CC_A,Max Capacity,MW,0.0,1,,,,,,,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,,,,,
102,1,System,System,Generator,NG CC,103,Harry Allen CC_A,Rating,MW,0.0,1,,,,,,,Summer Capacity,datafiles\Generator Unit Properties\Summer Capacity.csv,,Summer,M5-10,,
102,1,System,System,Generator,NG CC,103,Harry Allen CC_A,Rating,MW,0.0,1,,,,,,,Winter Capacity,datafiles\Generator Unit Properties\Winter Capacity.csv,,Winter,M1-4;M11-12,,
102,1,System,System,Generator,NG CC,103,Harry Allen CC_A,Firm Capacity,MW,0.0,1,,,,,,×,Peak Capacity for LT,datafiles\Generator Unit Properties\Peak Capacity for LT.csv,Harry Allen CC_A UCAP Factor,,,Unit Specific UCAP Factors,datafiles\Firm Capacity Factors\Unit Specific UCAP Factors.csv
103,1,System,System,Generator,NG CC,104,Harry Allen CC_B,Random Number Seed,-,141247.0,1,,,,,,,,,,,,,
103,1,System,System,Generator,NG CC,104,Harry Allen CC_B,Repair Time Distribution,-,0.0,2,,,,,,,,,,,,,
103,1,System,System,Generator,NG CC,104,Harry Allen CC_B,Repair Time Distribution,-,3.0,1,,,,,,,,,,,,,
103,1,System,System,Generator,NG CC,104,Harry Allen CC_B,Max Capacity,MW,0.0,1,,,,,,,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,,,,,
103,1,System,System,Generator,NG CC,104,Harry Allen CC_B,Rating,MW,0.0,1,,,,,,,Summer Capacity,datafiles\Generator Unit Properties\Summer Capacity.csv,,Summer,M5-10,,
