Parent Name,Collection,Property,Band,Datetime,Units,Nevada Power Non-Spin,Nevada Power Regulation,Nevada Power Spin,Sierra Non-Spin,Sierra Regulation,Sierra Spin
System,Reserve,Risk,1,1/12/30 15:00,MW,61.89,61.50,61.89,53.68,19.50,53.68
System,Reserve,Risk,1,1/12/30 16:00,MW,70.27,61.50,70.27,55.44,19.50,55.44
System,Reserve,Risk,1,1/12/30 17:00,MW,76.58,61.50,76.58,58.14,19.50,58.14
System,Reserve,Risk,1,1/12/30 18:00,MW,76.30,61.50,76.30,57.76,19.50,57.76
System,Reserve,Risk,1,1/12/30 19:00,MW,75.86,61.50,75.86,57.41,19.50,57.41
System,Reserve,Risk,1,1/12/30 20:00,MW,73.64,61.50,73.64,55.92,19.50,55.92
System,Reserve,Risk,1,1/12/30 21:00,MW,71.11,61.50,71.11,54.30,19.50,54.30
System,Reserve,Risk,1,1/12/30 22:00,MW,70.99,61.50,70.99,53.77,19.50,53.77
System,Reserve,Risk,1,1/12/30 23:00,MW,67.92,61.50,67.92,52.27,19.50,52.27
System,Reserve,Risk,1,1/13/30,MW,65.78,61.50,65.78,50.97,19.50,50.97
System,Reserve,Risk,1,1/13/30 1:00,MW,64.34,61.50,64.34,50.35,19.50,50.35
System,Reserve,Risk,1,1/13/30 2:00,MW,63.57,61.50,63.57,49.90,19.50,49.90
System,Reserve,Risk,1,1/13/30 3:00,MW,63.39,61.50,63.39,49.76,19.50,49.76
System,Reserve,Risk,1,1/13/30 4:00,MW,63.81,61.50,63.81,49.80,19.50,49.80
System,Reserve,Risk,1,1/13/30 5:00,MW,65.82,61.50,65.82,50.49,19.50,50.49
System,Reserve,Risk,1,1/13/30 6:00,MW,68.57,61.50,68.57,52.61,19.50,52.61
System,Reserve,Risk,1,1/13/30 7:00,MW,66.44,61.50,66.44,54.19,19.50,54.19
System,Reserve,Risk,1,1/13/30 8:00,MW,57.84,61.50,57.84,53.12,19.50,53.12
System,Reserve,Risk,1,1/13/30 9:00,MW,54.96,61.50,54.96,53.73,19.50,53.73
System,Reserve,Risk,1,1/13/30 10:00,MW,52.16,61.50,52.16,53.76,19.50,53.76
System,Reserve,Risk,1,1/13/30 11:00,MW,50.67,61.50,50.67,53.81,19.50,53.81
System,Reserve,Risk,1,1/13/30 12:00,MW,50.35,61.50,50.35,53.51,19.50,53.51
System,Reserve,Risk,1,1/13/30 13:00,MW,53.06,61.50,53.06,53.30,19.50,53.30
System,Reserve,Risk,1,1/13/30 14:00,MW,54.24,61.50,54.24,52.37,19.50,52.37
System,Reserve,Risk,1,1/13/30 15:00,MW,61.18,61.50,61.18,53.02,19.50,53.02
System,Reserve,Risk,1,1/13/30 16:00,MW,70.12,61.50,70.12,55.04,19.50,55.04
System,Reserve,Risk,1,1/13/30 17:00,MW,76.29,61.50,76.29,57.91,19.50,57.91
System,Reserve,Risk,1,1/13/30 18:00,MW,76.33,61.50,76.33,57.82,19.50,57.82
System,Reserve,Risk,1,1/13/30 19:00,MW,74.97,61.50,74.97,56.75,19.50,56.75
System,Reserve,Risk,1,1/13/30 20:00,MW,72.58,61.50,72.58,55.35,19.50,55.35
System,Reserve,Risk,1,1/13/30 21:00,MW,70.22,61.50,70.22,53.61,19.50,53.61
System,Reserve,Risk,1,1/13/30 22:00,MW,69.84,61.50,69.84,52.62,19.50,52.62
System,Reserve,Risk,1,1/13/30 23:00,MW,67.19,61.50,67.19,50.93,19.50,50.93
System,Reserve,Risk,1,1/14/30,MW,69.07,61.50,69.07,48.84,19.50,48.84
System,Reserve,Risk,1,1/14/30 1:00,MW,67.63,61.50,67.63,48.78,19.50,48.78
System,Reserve,Risk,1,1/14/30 2:00,MW,67.05,61.50,67.05,48.83,19.50,48.83
System,Reserve,Risk,1,1/14/30 3:00,MW,67.66,61.50,67.66,49.05,19.50,49.05
System,Reserve,Risk,1,1/14/30 4:00,MW,69.51,61.50,69.51,50.16,19.50,50.16
System,Reserve,Risk,1,1/14/30 5:00,MW,73.83,61.50,73.83,52.38,19.50,52.38
System,Reserve,Risk,1,1/14/30 6:00,MW,79.87,61.50,79.87,56.06,19.50,56.06
System,Reserve,Risk,1,1/14/30 7:00,MW,79.66,61.50,79.66,58.10,19.50,58.10
System,Reserve,Risk,1,1/14/30 8:00,MW,71.93,61.50,71.93,57.61,19.50,57.61
System,Reserve,Risk,1,1/14/30 9:00,MW,67.68,61.50,67.68,57.23,19.50,57.23
System,Reserve,Risk,1,1/14/30 10:00,MW,63.76,61.50,63.76,56.72,19.50,56.72
System,Reserve,Risk,1,1/14/30 11:00,MW,62.47,61.50,62.47,56.64,19.50,56.64
System,Reserve,Risk,1,1/14/30 12:00,MW,61.65,61.50,61.65,56.22,19.50,56.22
System,Reserve,Risk,1,1/14/30 13:00,MW,63.77,61.50,63.77,55.32,19.50,55.32
System,Reserve,Risk,1,1/14/30 14:00,MW,66.70,61.50,66.70,54.76,19.50,54.76
System,Reserve,Risk,1,1/14/30 15:00,MW,72.88,61.50,72.88,55.01,19.50,55.01
System,Reserve,Risk,1,1/14/30 16:00,MW,80.09,61.50,80.09,56.16,19.50,56.16
System,Reserve,Risk,1,1/14/30 17:00,MW,85.16,61.50,85.16,57.69,19.50,57.69
System,Reserve,Risk,1,1/14/30 18:00,MW,85.12,61.50,85.12,57.80,19.50,57.80
System,Reserve,Risk,1,1/14/30 19:00,MW,82.51,61.50,82.51,56.38,19.50,56.38
System,Reserve,Risk,1,1/14/30 20:00,MW,79.40,61.50,79.40,55.08,19.50,55.08
System,Reserve,Risk,1,1/14/30 21:00,MW,75.95,61.50,75.95,53.58,19.50,53.58
System,Reserve,Risk,1,1/14/30 22:00,MW,74.89,61.50,74.89,53.32,19.50,53.32
System,Reserve,Risk,1,1/14/30 23:00,MW,71.18,61.50,71.18,51.67,19.50,51.67
System,Reserve,Risk,1,1/15/30,MW,73.09,61.50,73.09,52.26,19.50,52.26
System,Reserve,Risk,1,1/15/30 1:00,MW,69.30,61.50,69.30,51.10,19.50,51.10
System,Reserve,Risk,1,1/15/30 2:00,MW,68.10,61.50,68.10,50.48,19.50,50.48
System,Reserve,Risk,1,1/15/30 3:00,MW,68.25,61.50,68.25,50.60,19.50,50.60
System,Reserve,Risk,1,1/15/30 4:00,MW,69.91,61.50,69.91,51.51,19.50,51.51
System,Reserve,Risk,1,1/15/30 5:00,MW,74.45,61.50,74.45,53.52,19.50,53.52
System,Reserve,Risk,1,1/15/30 6:00,MW,79.68,61.50,79.68,56.87,19.50,56.87
System,Reserve,Risk,1,1/15/30 7:00,MW,80.44,61.50,80.44,59.42,19.50,59.42
System,Reserve,Risk,1,1/15/30 8:00,MW,72.20,61.50,72.20,58.39,19.50,58.39
System,Reserve,Risk,1,1/15/30 9:00,MW,68.66,61.50,68.66,58.36,19.50,58.36
System,Reserve,Risk,1,1/15/30 10:00,MW,64.72,61.50,64.72,58.21,19.50,58.21
System,Reserve,Risk,1,1/15/30 11:00,MW,63.10,61.50,63.10,57.21,19.50,57.21
System,Reserve,Risk,1,1/15/30 12:00,MW,64.01,61.50,64.01,57.46,19.50,57.46
System,Reserve,Risk,1,1/15/30 13:00,MW,65.65,61.50,65.65,56.34,19.50,56.34
System,Reserve,Risk,1,1/15/30 14:00,MW,69.27,61.50,69.27,56.58,19.50,56.58
System,Reserve,Risk,1,1/15/30 15:00,MW,74.01,61.50,74.01,56.90,19.50,56.90
System,Reserve,Risk,1,1/15/30 16:00,MW,81.40,61.50,81.40,57.55,19.50,57.55
System,Reserve,Risk,1,1/15/30 17:00,MW,88.08,61.50,88.08,59.48,19.50,59.48
System,Reserve,Risk,1,1/15/30 18:00,MW,87.10,61.50,87.10,59.20,19.50,59.20
System,Reserve,Risk,1,1/15/30 19:00,MW,84.59,61.50,84.59,57.55,19.50,57.55
System,Reserve,Risk,1,1/15/30 20:00,MW,81.05,61.50,81.05,55.83,19.50,55.83
System,Reserve,Risk,1,1/15/30 21:00,MW,77.11,61.50,77.11,53.77,19.50,53.77
System,Reserve,Risk,1,1/15/30 22:00,MW,76.33,61.50,76.33,53.59,19.50,53.59
System,Reserve,Risk,1,1/15/30 23:00,MW,71.93,61.50,71.93,51.63,19.50,51.63
System,Reserve,Risk,1,1/16/30,MW,66.21,61.50,66.21,52.73,19.50,52.73
System,Reserve,Risk,1,1/16/30 1:00,MW,65.22,61.50,65.22,52.45,19.50,52.45
System,Reserve,Risk,1,1/16/30 2:00,MW,64.43,61.50,64.43,52.00,19.50,52.00
System,Reserve,Risk,1,1/16/30 3:00,MW,64.51,61.50,64.51,52.25,19.50,52.25
System,Reserve,Risk,1,1/16/30 4:00,MW,66.71,61.50,66.71,53.48,19.50,53.48
System,Reserve,Risk,1,1/16/30 5:00,MW,71.66,61.50,71.66,55.28,19.50,55.28
System,Reserve,Risk,1,1/16/30 6:00,MW,77.97,61.50,77.97,59.09,19.50,59.09
System,Reserve,Risk,1,1/16/30 7:00,MW,77.54,61.50,77.54,61.76,19.50,61.76
System,Reserve,Risk,1,1/16/30 8:00,MW,69.09,61.50,69.09,60.99,19.50,60.99
System,Reserve,Risk,1,1/16/30 9:00,MW,63.30,61.50,63.30,60.85,19.50,60.85
System,Reserve,Risk,1,1/16/30 10:00,MW,59.85,61.50,59.85,60.44,19.50,60.44
System,Reserve,Risk,1,1/16/30 11:00,MW,57.93,61.50,57.93,59.54,19.50,59.54
System,Reserve,Risk,1,1/16/30 12:00,MW,57.99,61.50,57.99,58.98,19.50,58.98
System,Reserve,Risk,1,1/16/30 13:00,MW,59.38,61.50,59.38,59.34,19.50,59.34
System,Reserve,Risk,1,1/16/30 14:00,MW,63.15,61.50,63.15,59.23,19.50,59.23
System,Reserve,Risk,1,1/16/30 15:00,MW,68.83,61.50,68.83,60.12,19.50,60.12
System,Reserve,Risk,1,1/16/30 16:00,MW,77.47,61.50,77.47,61.40,19.50,61.40
System,Reserve,Risk,1,1/16/30 17:00,MW,83.47,61.50,83.47,62.97,19.50,62.97
System,Reserve,Risk,1,1/16/30 18:00,MW,83.99,61.50,83.99,62.90,19.50,62.90
System,Reserve,Risk,1,1/16/30 19:00,MW,81.68,61.50,81.68,61.22,19.50,61.22
System,Reserve,Risk,1,1/16/30 20:00,MW,77.88,61.50,77.88,59.16,19.50,59.16
System,Reserve,Risk,1,1/16/30 21:00,MW,74.36,61.50,74.36,57.49,19.50,57.49
System,Reserve,Risk,1,1/16/30 22:00,MW,73.01,61.50,73.01,56.94,19.50,56.94
System,Reserve,Risk,1,1/16/30 23:00,MW,68.39,61.50,68.39,54.96,19.50,54.96
System,Reserve,Risk,1,1/17/30,MW,67.61,61.50,67.61,53.33,19.50,53.33
System,Reserve,Risk,1,1/17/30 1:00,MW,65.99,61.50,65.99,52.50,19.50,52.50
System,Reserve,Risk,1,1/17/30 2:00,MW,65.45,61.50,65.45,52.28,19.50,52.28
System,Reserve,Risk,1,1/17/30 3:00,MW,65.82,61.50,65.82,52.31,19.50,52.31
System,Reserve,Risk,1,1/17/30 4:00,MW,67.29,61.50,67.29,53.29,19.50,53.29
System,Reserve,Risk,1,1/17/30 5:00,MW,70.92,61.50,70.92,55.21,19.50,55.21
System,Reserve,Risk,1,1/17/30 6:00,MW,77.76,61.50,77.76,59.31,19.50,59.31
System,Reserve,Risk,1,1/17/30 7:00,MW,77.08,61.50,77.08,61.54,19.50,61.54
System,Reserve,Risk,1,1/17/30 8:00,MW,69.25,61.50,69.25,60.56,19.50,60.56
System,Reserve,Risk,1,1/17/30 9:00,MW,65.23,61.50,65.23,60.51,19.50,60.51
System,Reserve,Risk,1,1/17/30 10:00,MW,61.76,61.50,61.76,59.48,19.50,59.48
System,Reserve,Risk,1,1/17/30 11:00,MW,59.74,61.50,59.74,58.97,19.50,58.97
System,Reserve,Risk,1,1/17/30 12:00,MW,59.89,61.50,59.89,58.74,19.50,58.74
System,Reserve,Risk,1,1/17/30 13:00,MW,60.56,61.50,60.56,58.07,19.50,58.07
System,Reserve,Risk,1,1/17/30 14:00,MW,64.05,61.50,64.05,57.67,19.50,57.67
System,Reserve,Risk,1,1/17/30 15:00,MW,70.26,61.50,70.26,58.58,19.50,58.58
System,Reserve,Risk,1,1/17/30 16:00,MW,78.73,61.50,78.73,60.45,19.50,60.45
System,Reserve,Risk,1,1/17/30 17:00,MW,84.97,61.50,84.97,61.61,19.50,61.61
System,Reserve,Risk,1,1/17/30 18:00,MW,84.95,61.50,84.95,61.48,19.50,61.48
System,Reserve,Risk,1,1/17/30 19:00,MW,82.24,61.50,82.24,59.50,19.50,59.50
System,Reserve,Risk,1,1/17/30 20:00,MW,79.82,61.50,79.82,57.93,19.50,57.93
System,Reserve,Risk,1,1/17/30 21:00,MW,75.63,61.50,75.63,56.00,19.50,56.00
System,Reserve,Risk,1,1/17/30 22:00,MW,74.65,61.50,74.65,55.01,19.50,55.01
System,Reserve,Risk,1,1/17/30 23:00,MW,70.85,61.50,70.85,53.36,19.50,53.36
System,Reserve,Risk,1,1/18/30,MW,72.65,61.50,72.65,53.53,19.50,53.53
System,Reserve,Risk,1,1/18/30 1:00,MW,70.73,61.50,70.73,53.41,19.50,53.41
System,Reserve,Risk,1,1/18/30 2:00,MW,70.01,61.50,70.01,53.32,19.50,53.32
System,Reserve,Risk,1,1/18/30 3:00,MW,70.16,61.50,70.16,53.52,19.50,53.52
System,Reserve,Risk,1,1/18/30 4:00,MW,72.01,61.50,72.01,54.33,19.50,54.33
System,Reserve,Risk,1,1/18/30 5:00,MW,76.29,61.50,76.29,56.27,19.50,56.27
System,Reserve,Risk,1,1/18/30 6:00,MW,82.70,61.50,82.70,60.16,19.50,60.16
System,Reserve,Risk,1,1/18/30 7:00,MW,82.59,61.50,82.59,62.89,19.50,62.89
System,Reserve,Risk,1,1/18/30 8:00,MW,74.93,61.50,74.93,62.17,19.50,62.17
System,Reserve,Risk,1,1/18/30 9:00,MW,70.00,61.50,70.00,61.73,19.50,61.73
System,Reserve,Risk,1,1/18/30 10:00,MW,67.03,61.50,67.03,61.39,19.50,61.39
System,Reserve,Risk,1,1/18/30 11:00,MW,66.02,61.50,66.02,61.06,19.50,61.06
System,Reserve,Risk,1,1/18/30 12:00,MW,66.32,61.50,66.32,61.21,19.50,61.21
System,Reserve,Risk,1,1/18/30 13:00,MW,67.65,61.50,67.65,59.92,19.50,59.92
System,Reserve,Risk,1,1/18/30 14:00,MW,71.20,61.50,71.20,59.92,19.50,59.92
System,Reserve,Risk,1,1/18/30 15:00,MW,76.31,61.50,76.31,60.04,19.50,60.04
System,Reserve,Risk,1,1/18/30 16:00,MW,84.47,61.50,84.47,61.58,19.50,61.58
System,Reserve,Risk,1,1/18/30 17:00,MW,91.77,61.50,91.77,63.95,19.50,63.95
System,Reserve,Risk,1,1/18/30 18:00,MW,91.50,61.50,91.50,63.88,19.50,63.88
System,Reserve,Risk,1,1/18/30 19:00,MW,89.57,61.50,89.57,62.48,19.50,62.48
System,Reserve,Risk,1,1/18/30 20:00,MW,86.67,61.50,86.67,60.42,19.50,60.42
System,Reserve,Risk,1,1/18/30 21:00,MW,82.95,61.50,82.95,58.31,19.50,58.31
System,Reserve,Risk,1,1/18/30 22:00,MW,82.06,61.50,82.06,57.67,19.50,57.67
System,Reserve,Risk,1,1/18/30 23:00,MW,77.55,61.50,77.55,55.56,19.50,55.56
System,Reserve,Risk,1,1/19/30,MW,75.70,61.50,75.70,52.71,19.50,52.71
System,Reserve,Risk,1,1/19/30 1:00,MW,73.59,61.50,73.59,51.68,19.50,51.68
System,Reserve,Risk,1,1/19/30 2:00,MW,72.69,61.50,72.69,51.19,19.50,51.19
System,Reserve,Risk,1,1/19/30 3:00,MW,72.52,61.50,72.52,51.23,19.50,51.23
System,Reserve,Risk,1,1/19/30 4:00,MW,73.23,61.50,73.23,51.74,19.50,51.74
System,Reserve,Risk,1,1/19/30 5:00,MW,76.39,61.50,76.39,52.35,19.50,52.35
System,Reserve,Risk,1,1/19/30 6:00,MW,79.98,61.50,79.98,54.03,19.50,54.03
System,Reserve,Risk,1,1/19/30 7:00,MW,78.28,61.50,78.28,55.31,19.50,55.31
System,Reserve,Risk,1,1/19/30 8:00,MW,71.05,61.50,71.05,54.27,19.50,54.27
System,Reserve,Risk,1,1/19/30 9:00,MW,68.03,61.50,68.03,55.39,19.50,55.39
System,Reserve,Risk,1,1/19/30 10:00,MW,62.88,61.50,62.88,54.39,19.50,54.39
System,Reserve,Risk,1,1/19/30 11:00,MW,63.29,61.50,63.29,54.93,19.50,54.93
System,Reserve,Risk,1,1/19/30 12:00,MW,62.07,61.50,62.07,54.64,19.50,54.64
System,Reserve,Risk,1,1/19/30 13:00,MW,63.52,61.50,63.52,53.47,19.50,53.47
System,Reserve,Risk,1,1/19/30 14:00,MW,66.18,61.50,66.18,52.91,19.50,52.91
System,Reserve,Risk,1,1/19/30 15:00,MW,71.75,61.50,71.75,54.16,19.50,54.16
System,Reserve,Risk,1,1/19/30 16:00,MW,80.40,61.50,80.40,55.80,19.50,55.80
System,Reserve,Risk,1,1/19/30 17:00,MW,88.08,61.50,88.08,58.73,19.50,58.73
System,Reserve,Risk,1,1/19/30 18:00,MW,88.05,61.50,88.05,58.21,19.50,58.21
System,Reserve,Risk,1,1/19/30 19:00,MW,87.83,61.50,87.83,57.93,19.50,57.93
System,Reserve,Risk,1,1/19/30 20:00,MW,84.95,61.50,84.95,56.56,19.50,56.56
System,Reserve,Risk,1,1/19/30 21:00,MW,82.21,61.50,82.21,54.76,19.50,54.76
System,Reserve,Risk,1,1/19/30 22:00,MW,81.99,61.50,81.99,54.56,19.50,54.56
System,Reserve,Risk,1,1/19/30 23:00,MW,78.18,61.50,78.18,52.88,19.50,52.88
System,Reserve,Risk,1,1/20/30,MW,68.16,61.50,68.16,51.56,19.50,51.56
System,Reserve,Risk,1,1/20/30 1:00,MW,66.59,61.50,66.59,51.01,19.50,51.01
System,Reserve,Risk,1,1/20/30 2:00,MW,65.48,61.50,65.48,50.77,19.50,50.77
System,Reserve,Risk,1,1/20/30 3:00,MW,65.03,61.50,65.03,50.73,19.50,50.73
System,Reserve,Risk,1,1/20/30 4:00,MW,65.43,61.50,65.43,50.86,19.50,50.86
System,Reserve,Risk,1,1/20/30 5:00,MW,67.80,61.50,67.80,51.60,19.50,51.60
System,Reserve,Risk,1,1/20/30 6:00,MW,70.81,61.50,70.81,53.45,19.50,53.45
System,Reserve,Risk,1,1/20/30 7:00,MW,68.47,61.50,68.47,55.12,19.50,55.12
System,Reserve,Risk,1,1/20/30 8:00,MW,60.94,61.50,60.94,53.66,19.50,53.66
System,Reserve,Risk,1,1/20/30 9:00,MW,58.02,61.50,58.02,54.50,19.50,54.50
System,Reserve,Risk,1,1/20/30 10:00,MW,55.18,61.50,55.18,54.40,19.50,54.40
System,Reserve,Risk,1,1/20/30 11:00,MW,53.78,61.50,53.78,54.67,19.50,54.67
System,Reserve,Risk,1,1/20/30 12:00,MW,53.84,61.50,53.84,55.00,19.50,55.00
System,Reserve,Risk,1,1/20/30 13:00,MW,56.12,61.50,56.12,53.98,19.50,53.98
System,Reserve,Risk,1,1/20/30 14:00,MW,57.18,61.50,57.18,52.75,19.50,52.75
System,Reserve,Risk,1,1/20/30 15:00,MW,63.92,61.50,63.92,53.97,19.50,53.97
System,Reserve,Risk,1,1/20/30 16:00,MW,72.65,61.50,72.65,56.15,19.50,56.15
System,Reserve,Risk,1,1/20/30 17:00,MW,79.84,61.50,79.84,58.32,19.50,58.32
System,Reserve,Risk,1,1/20/30 18:00,MW,80.56,61.50,80.56,58.21,19.50,58.21
System,Reserve,Risk,1,1/20/30 19:00,MW,79.73,61.50,79.73,57.23,19.50,57.23
System,Reserve,Risk,1,1/20/30 20:00,MW,77.96,61.50,77.96,56.40,19.50,56.40
System,Reserve,Risk,1,1/20/30 21:00,MW,75.18,61.50,75.18,54.87,19.50,54.87
System,Reserve,Risk,1,1/20/30 22:00,MW,74.45,61.50,74.45,54.33,19.50,54.33
System,Reserve,Risk,1,1/20/30 23:00,MW,70.77,61.50,70.77,52.64,19.50,52.64
System,Reserve,Risk,1,1/21/30,MW,69.90,61.50,69.90,50.76,19.50,50.76
System,Reserve,Risk,1,1/21/30 1:00,MW,68.23,61.50,68.23,50.28,19.50,50.28
System,Reserve,Risk,1,1/21/30 2:00,MW,67.17,61.50,67.17,50.20,19.50,50.20
System,Reserve,Risk,1,1/21/30 3:00,MW,67.42,61.50,67.42,50.52,19.50,50.52
System,Reserve,Risk,1,1/21/30 4:00,MW,69.04,61.50,69.04,51.42,19.50,51.42
System,Reserve,Risk,1,1/21/30 5:00,MW,73.33,61.50,73.33,53.79,19.50,53.79
System,Reserve,Risk,1,1/21/30 6:00,MW,79.05,61.50,79.05,57.27,19.50,57.27
System,Reserve,Risk,1,1/21/30 7:00,MW,79.57,61.50,79.57,59.87,19.50,59.87
System,Reserve,Risk,1,1/21/30 8:00,MW,72.84,61.50,72.84,59.43,19.50,59.43
System,Reserve,Risk,1,1/21/30 9:00,MW,69.86,61.50,69.86,59.42,19.50,59.42
System,Reserve,Risk,1,1/21/30 10:00,MW,66.65,61.50,66.65,58.82,19.50,58.82
System,Reserve,Risk,1,1/21/30 11:00,MW,65.34,61.50,65.34,58.70,19.50,58.70
System,Reserve,Risk,1,1/21/30 12:00,MW,64.98,61.50,64.98,58.25,19.50,58.25
System,Reserve,Risk,1,1/21/30 13:00,MW,66.96,61.50,66.96,57.49,19.50,57.49
System,Reserve,Risk,1,1/21/30 14:00,MW,70.64,61.50,70.64,56.55,19.50,56.55
System,Reserve,Risk,1,1/21/30 15:00,MW,76.35,61.50,76.35,56.86,19.50,56.86
System,Reserve,Risk,1,1/21/30 16:00,MW,83.44,61.50,83.44,57.69,19.50,57.69
System,Reserve,Risk,1,1/21/30 17:00,MW,88.76,61.50,88.76,59.36,19.50,59.36
System,Reserve,Risk,1,1/21/30 18:00,MW,89.19,61.50,89.19,59.37,19.50,59.37
System,Reserve,Risk,1,1/21/30 19:00,MW,86.43,61.50,86.43,57.96,19.50,57.96
System,Reserve,Risk,1,1/21/30 20:00,MW,83.33,61.50,83.33,56.70,19.50,56.70
System,Reserve,Risk,1,1/21/30 21:00,MW,79.99,61.50,79.99,54.88,19.50,54.88
System,Reserve,Risk,1,1/21/30 22:00,MW,79.22,61.50,79.22,54.54,19.50,54.54
System,Reserve,Risk,1,1/21/30 23:00,MW,74.78,61.50,74.78,52.77,19.50,52.77
System,Reserve,Risk,1,1/22/30,MW,73.27,61.50,73.27,53.64,19.50,53.64
System,Reserve,Risk,1,1/22/30 1:00,MW,69.57,61.50,69.57,52.04,19.50,52.04
System,Reserve,Risk,1,1/22/30 2:00,MW,68.38,61.50,68.38,51.39,19.50,51.39
System,Reserve,Risk,1,1/22/30 3:00,MW,68.69,61.50,68.69,51.58,19.50,51.58
System,Reserve,Risk,1,1/22/30 4:00,MW,70.59,61.50,70.59,52.97,19.50,52.97
System,Reserve,Risk,1,1/22/30 5:00,MW,75.81,61.50,75.81,55.32,19.50,55.32
System,Reserve,Risk,1,1/22/30 6:00,MW,82.99,61.50,82.99,59.03,19.50,59.03
System,Reserve,Risk,1,1/22/30 7:00,MW,83.49,61.50,83.49,61.80,19.50,61.80
System,Reserve,Risk,1,1/22/30 8:00,MW,74.29,61.50,74.29,60.48,19.50,60.48
System,Reserve,Risk,1,1/22/30 9:00,MW,69.58,61.50,69.58,59.96,19.50,59.96
System,Reserve,Risk,1,1/22/30 10:00,MW,65.06,61.50,65.06,59.66,19.50,59.66
System,Reserve,Risk,1,1/22/30 11:00,MW,62.88,61.50,62.88,58.96,19.50,58.96
System,Reserve,Risk,1,1/22/30 12:00,MW,62.89,61.50,62.89,58.52,19.50,58.52
System,Reserve,Risk,1,1/22/30 13:00,MW,64.16,61.50,64.16,58.09,19.50,58.09
System,Reserve,Risk,1,1/22/30 14:00,MW,67.62,61.50,67.62,58.30,19.50,58.30
System,Reserve,Risk,1,1/22/30 15:00,MW,72.09,61.50,72.09,58.59,19.50,58.59
System,Reserve,Risk,1,1/22/30 16:00,MW,79.97,61.50,79.97,59.08,19.50,59.08
System,Reserve,Risk,1,1/22/30 17:00,MW,87.13,61.50,87.13,60.55,19.50,60.55
System,Reserve,Risk,1,1/22/30 18:00,MW,88.33,61.50,88.33,61,19.50,61
System,Reserve,Risk,1,1/22/30 19:00,MW,86.67,61.50,86.67,60.30,19.50,60.30
System,Reserve,Risk,1,1/22/30 20:00,MW,83.43,61.50,83.43,58.56,19.50,58.56
System,Reserve,Risk,1,1/22/30 21:00,MW,79.50,61.50,79.50,56.63,19.50,56.63
System,Reserve,Risk,1,1/22/30 22:00,MW,78.42,61.50,78.42,56.12,19.50,56.12
System,Reserve,Risk,1,1/22/30 23:00,MW,74.23,61.50,74.23,54.08,19.50,54.08
System,Reserve,Risk,1,1/23/30,MW,71.67,61.50,71.67,52.17,19.50,52.17
System,Reserve,Risk,1,1/23/30 1:00,MW,70.27,61.50,70.27,51.75,19.50,51.75
System,Reserve,Risk,1,1/23/30 2:00,MW,69.97,61.50,69.97,51.67,19.50,51.67
System,Reserve,Risk,1,1/23/30 3:00,MW,70.94,61.50,70.94,52.04,19.50,52.04
System,Reserve,Risk,1,1/23/30 4:00,MW,73.12,61.50,73.12,53.10,19.50,53.10
System,Reserve,Risk,1,1/23/30 5:00,MW,77.71,61.50,77.71,54.84,19.50,54.84
System,Reserve,Risk,1,1/23/30 6:00,MW,85.86,61.50,85.86,58.80,19.50,58.80
System,Reserve,Risk,1,1/23/30 7:00,MW,83.54,61.50,83.54,60.89,19.50,60.89
System,Reserve,Risk,1,1/23/30 8:00,MW,73.89,61.50,73.89,59.65,19.50,59.65
System,Reserve,Risk,1,1/23/30 9:00,MW,67.71,61.50,67.71,59.03,19.50,59.03
System,Reserve,Risk,1,1/23/30 10:00,MW,64.00,61.50,64.00,58.42,19.50,58.42
System,Reserve,Risk,1,1/23/30 11:00,MW,60.82,61.50,60.82,57.25,19.50,57.25
System,Reserve,Risk,1,1/23/30 12:00,MW,59.42,61.50,59.42,56.99,19.50,56.99
System,Reserve,Risk,1,1/23/30 13:00,MW,60.96,61.50,60.96,56.63,19.50,56.63
System,Reserve,Risk,1,1/23/30 14:00,MW,63.49,61.50,63.49,55.69,19.50,55.69
System,Reserve,Risk,1,1/23/30 15:00,MW,69.58,61.50,69.58,56.36,19.50,56.36
System,Reserve,Risk,1,1/23/30 16:00,MW,78.14,61.50,78.14,57.72,19.50,57.72
System,Reserve,Risk,1,1/23/30 17:00,MW,84.96,61.50,84.96,59.62,19.50,59.62
System,Reserve,Risk,1,1/23/30 18:00,MW,85.82,61.50,85.82,59.33,19.50,59.33
System,Reserve,Risk,1,1/23/30 19:00,MW,84.14,61.50,84.14,57.98,19.50,57.98
System,Reserve,Risk,1,1/23/30 20:00,MW,82.01,61.50,82.01,56.31,19.50,56.31
System,Reserve,Risk,1,1/23/30 21:00,MW,77.73,61.50,77.73,54.70,19.50,54.70
System,Reserve,Risk,1,1/23/30 22:00,MW,76.94,61.50,76.94,54.32,19.50,54.32
System,Reserve,Risk,1,1/23/30 23:00,MW,73.64,61.50,73.64,52.67,19.50,52.67
System,Reserve,Risk,1,1/24/30,MW,74.50,61.50,74.50,54.02,19.50,54.02
System,Reserve,Risk,1,1/24/30 1:00,MW,73.43,61.50,73.43,53.30,19.50,53.30
System,Reserve,Risk,1,1/24/30 2:00,MW,72.47,61.50,72.47,53.24,19.50,53.24
System,Reserve,Risk,1,1/24/30 3:00,MW,72.83,61.50,72.83,53.39,19.50,53.39
System,Reserve,Risk,1,1/24/30 4:00,MW,75.03,61.50,75.03,54.56,19.50,54.56
System,Reserve,Risk,1,1/24/30 5:00,MW,80.68,61.50,80.68,56.83,19.50,56.83
