Parent Name,Collection,Property,Band,Datetime,Units,Nevada Power Non-Spin,Nevada Power Regulation,Nevada Power Spin,Sierra Non-Spin,Sierra Regulation,Sierra Spin
System,Reserve,Risk,1,3/12/30 22:00,MW,69.71,61.50,69.71,56.63,19.50,56.63
System,Reserve,Risk,1,3/12/30 23:00,MW,65.07,61.50,65.07,54.65,19.50,54.65
System,Reserve,Risk,1,3/13/30,MW,62.30,61.50,62.30,52.40,19.50,52.40
System,Reserve,Risk,1,3/13/30 1:00,MW,60.18,61.50,60.18,51.37,19.50,51.37
System,Reserve,Risk,1,3/13/30 2:00,MW,58.98,61.50,58.98,51.38,19.50,51.38
System,Reserve,Risk,1,3/13/30 3:00,MW,59.10,61.50,59.10,51.49,19.50,51.49
System,Reserve,Risk,1,3/13/30 4:00,MW,60.52,61.50,60.52,52.79,19.50,52.79
System,Reserve,Risk,1,3/13/30 5:00,MW,64.63,61.50,64.63,54.82,19.50,54.82
System,Reserve,Risk,1,3/13/30 6:00,MW,71.36,61.50,71.36,59.34,19.50,59.34
System,Reserve,Risk,1,3/13/30 7:00,MW,70.22,61.50,70.22,62.22,19.50,62.22
System,Reserve,Risk,1,3/13/30 8:00,MW,61.12,61.50,61.12,61.72,19.50,61.72
System,Reserve,Risk,1,3/13/30 9:00,MW,55.21,61.50,55.21,60.82,19.50,60.82
System,Reserve,Risk,1,3/13/30 10:00,MW,53.14,61.50,53.14,60.70,19.50,60.70
System,Reserve,Risk,1,3/13/30 11:00,MW,52.36,61.50,52.36,59.58,19.50,59.58
System,Reserve,Risk,1,3/13/30 12:00,MW,51.28,61.50,51.28,59.40,19.50,59.40
System,Reserve,Risk,1,3/13/30 13:00,MW,51.76,61.50,51.76,59.13,19.50,59.13
System,Reserve,Risk,1,3/13/30 14:00,MW,54.07,61.50,54.07,59.10,19.50,59.10
System,Reserve,Risk,1,3/13/30 15:00,MW,59.83,61.50,59.83,59.81,19.50,59.81
System,Reserve,Risk,1,3/13/30 16:00,MW,66.63,61.50,66.63,60.01,19.50,60.01
System,Reserve,Risk,1,3/13/30 17:00,MW,73.89,61.50,73.89,60.52,19.50,60.52
System,Reserve,Risk,1,3/13/30 18:00,MW,79.85,61.50,79.85,61.37,19.50,61.37
System,Reserve,Risk,1,3/13/30 19:00,MW,82.02,61.50,82.02,61.68,19.50,61.68
System,Reserve,Risk,1,3/13/30 20:00,MW,79.20,61.50,79.20,61.34,19.50,61.34
System,Reserve,Risk,1,3/13/30 21:00,MW,75.57,61.50,75.57,59.17,19.50,59.17
System,Reserve,Risk,1,3/13/30 22:00,MW,74.20,61.50,74.20,58.12,19.50,58.12
System,Reserve,Risk,1,3/13/30 23:00,MW,68.71,61.50,68.71,55.88,19.50,55.88
System,Reserve,Risk,1,3/14/30,MW,66.04,61.50,66.04,53.84,19.50,53.84
System,Reserve,Risk,1,3/14/30 1:00,MW,64.09,61.50,64.09,53.44,19.50,53.44
System,Reserve,Risk,1,3/14/30 2:00,MW,62.65,61.50,62.65,53.51,19.50,53.51
System,Reserve,Risk,1,3/14/30 3:00,MW,62.08,61.50,62.08,54.10,19.50,54.10
System,Reserve,Risk,1,3/14/30 4:00,MW,63.31,61.50,63.31,55.36,19.50,55.36
System,Reserve,Risk,1,3/14/30 5:00,MW,67.51,61.50,67.51,57.64,19.50,57.64
System,Reserve,Risk,1,3/14/30 6:00,MW,73.66,61.50,73.66,61.81,19.50,61.81
System,Reserve,Risk,1,3/14/30 7:00,MW,72.34,61.50,72.34,64.62,19.50,64.62
System,Reserve,Risk,1,3/14/30 8:00,MW,64.38,61.50,64.38,63.08,19.50,63.08
System,Reserve,Risk,1,3/14/30 9:00,MW,59.65,61.50,59.65,62.47,19.50,62.47
System,Reserve,Risk,1,3/14/30 10:00,MW,55.80,61.50,55.80,61.81,19.50,61.81
System,Reserve,Risk,1,3/14/30 11:00,MW,53.27,61.50,53.27,61.25,19.50,61.25
System,Reserve,Risk,1,3/14/30 12:00,MW,53.06,61.50,53.06,60.36,19.50,60.36
System,Reserve,Risk,1,3/14/30 13:00,MW,53.88,61.50,53.88,59.51,19.50,59.51
System,Reserve,Risk,1,3/14/30 14:00,MW,56.67,61.50,56.67,58.60,19.50,58.60
System,Reserve,Risk,1,3/14/30 15:00,MW,62.50,61.50,62.50,58.73,19.50,58.73
System,Reserve,Risk,1,3/14/30 16:00,MW,69.02,61.50,69.02,59.28,19.50,59.28
System,Reserve,Risk,1,3/14/30 17:00,MW,75.06,61.50,75.06,60.39,19.50,60.39
System,Reserve,Risk,1,3/14/30 18:00,MW,79.56,61.50,79.56,62.15,19.50,62.15
System,Reserve,Risk,1,3/14/30 19:00,MW,82.17,61.50,82.17,61.89,19.50,61.89
System,Reserve,Risk,1,3/14/30 20:00,MW,80.06,61.50,80.06,60.47,19.50,60.47
System,Reserve,Risk,1,3/14/30 21:00,MW,75.89,61.50,75.89,58.21,19.50,58.21
System,Reserve,Risk,1,3/14/30 22:00,MW,74.26,61.50,74.26,57.76,19.50,57.76
System,Reserve,Risk,1,3/14/30 23:00,MW,69.76,61.50,69.76,55.78,19.50,55.78
System,Reserve,Risk,1,3/15/30,MW,66.55,61.50,66.55,54.32,19.50,54.32
System,Reserve,Risk,1,3/15/30 1:00,MW,64.47,61.50,64.47,53.85,19.50,53.85
System,Reserve,Risk,1,3/15/30 2:00,MW,63.59,61.50,63.59,53.79,19.50,53.79
System,Reserve,Risk,1,3/15/30 3:00,MW,63.52,61.50,63.52,54.13,19.50,54.13
System,Reserve,Risk,1,3/15/30 4:00,MW,64.96,61.50,64.96,54.73,19.50,54.73
System,Reserve,Risk,1,3/15/30 5:00,MW,69.71,61.50,69.71,56.56,19.50,56.56
System,Reserve,Risk,1,3/15/30 6:00,MW,75.42,61.50,75.42,60.25,19.50,60.25
System,Reserve,Risk,1,3/15/30 7:00,MW,74.96,61.50,74.96,62.95,19.50,62.95
System,Reserve,Risk,1,3/15/30 8:00,MW,66.37,61.50,66.37,61.33,19.50,61.33
System,Reserve,Risk,1,3/15/30 9:00,MW,61.52,61.50,61.52,61.37,19.50,61.37
System,Reserve,Risk,1,3/15/30 10:00,MW,57.67,61.50,57.67,61.24,19.50,61.24
System,Reserve,Risk,1,3/15/30 11:00,MW,55.38,61.50,55.38,60.44,19.50,60.44
System,Reserve,Risk,1,3/15/30 12:00,MW,55.53,61.50,55.53,60.76,19.50,60.76
System,Reserve,Risk,1,3/15/30 13:00,MW,56.45,61.50,56.45,59.42,19.50,59.42
System,Reserve,Risk,1,3/15/30 14:00,MW,60.52,61.50,60.52,59.40,19.50,59.40
System,Reserve,Risk,1,3/15/30 15:00,MW,64.63,61.50,64.63,59.71,19.50,59.71
System,Reserve,Risk,1,3/15/30 16:00,MW,70.13,61.50,70.13,60.16,19.50,60.16
System,Reserve,Risk,1,3/15/30 17:00,MW,75.67,61.50,75.67,61.33,19.50,61.33
System,Reserve,Risk,1,3/15/30 18:00,MW,80.88,61.50,80.88,62.00,19.50,62.00
System,Reserve,Risk,1,3/15/30 19:00,MW,84.02,61.50,84.02,61.42,19.50,61.42
System,Reserve,Risk,1,3/15/30 20:00,MW,81.94,61.50,81.94,59.84,19.50,59.84
System,Reserve,Risk,1,3/15/30 21:00,MW,78.05,61.50,78.05,57.98,19.50,57.98
System,Reserve,Risk,1,3/15/30 22:00,MW,76.33,61.50,76.33,57.11,19.50,57.11
System,Reserve,Risk,1,3/15/30 23:00,MW,72.03,61.50,72.03,54.69,19.50,54.69
System,Reserve,Risk,1,3/16/30,MW,67.78,61.50,67.78,53.28,19.50,53.28
System,Reserve,Risk,1,3/16/30 1:00,MW,64.59,61.50,64.59,52.26,19.50,52.26
System,Reserve,Risk,1,3/16/30 2:00,MW,62.96,61.50,62.96,51.35,19.50,51.35
System,Reserve,Risk,1,3/16/30 3:00,MW,62.30,61.50,62.30,51.88,19.50,51.88
System,Reserve,Risk,1,3/16/30 4:00,MW,62.65,61.50,62.65,51.70,19.50,51.70
System,Reserve,Risk,1,3/16/30 5:00,MW,64.38,61.50,64.38,52.27,19.50,52.27
System,Reserve,Risk,1,3/16/30 6:00,MW,66.93,61.50,66.93,53.99,19.50,53.99
System,Reserve,Risk,1,3/16/30 7:00,MW,63.45,61.50,63.45,55.03,19.50,55.03
System,Reserve,Risk,1,3/16/30 8:00,MW,56.22,61.50,56.22,54.30,19.50,54.30
System,Reserve,Risk,1,3/16/30 9:00,MW,54.83,61.50,54.83,55.95,19.50,55.95
System,Reserve,Risk,1,3/16/30 10:00,MW,50.44,61.50,50.44,54.92,19.50,54.92
System,Reserve,Risk,1,3/16/30 11:00,MW,51.87,61.50,51.87,55.55,19.50,55.55
System,Reserve,Risk,1,3/16/30 12:00,MW,51.16,61.50,51.16,55.16,19.50,55.16
System,Reserve,Risk,1,3/16/30 13:00,MW,50.91,61.50,50.91,53.98,19.50,53.98
System,Reserve,Risk,1,3/16/30 14:00,MW,53.22,61.50,53.22,53.21,19.50,53.21
System,Reserve,Risk,1,3/16/30 15:00,MW,58.01,61.50,58.01,54.24,19.50,54.24
System,Reserve,Risk,1,3/16/30 16:00,MW,64.73,61.50,64.73,54.74,19.50,54.74
System,Reserve,Risk,1,3/16/30 17:00,MW,72.15,61.50,72.15,56.03,19.50,56.03
System,Reserve,Risk,1,3/16/30 18:00,MW,76.93,61.50,76.93,56.66,19.50,56.66
System,Reserve,Risk,1,3/16/30 19:00,MW,80.66,61.50,80.66,57.58,19.50,57.58
System,Reserve,Risk,1,3/16/30 20:00,MW,78.24,61.50,78.24,56.67,19.50,56.67
System,Reserve,Risk,1,3/16/30 21:00,MW,75.15,61.50,75.15,55.28,19.50,55.28
System,Reserve,Risk,1,3/16/30 22:00,MW,73.56,61.50,73.56,54.96,19.50,54.96
System,Reserve,Risk,1,3/16/30 23:00,MW,69.13,61.50,69.13,53.63,19.50,53.63
System,Reserve,Risk,1,3/17/30,MW,64.33,61.50,64.33,52.33,19.50,52.33
System,Reserve,Risk,1,3/17/30 1:00,MW,61.69,61.50,61.69,51.36,19.50,51.36
System,Reserve,Risk,1,3/17/30 2:00,MW,62.68,61.50,62.68,51.87,19.50,51.87
System,Reserve,Risk,1,3/17/30 3:00,MW,59.92,61.50,59.92,52.52,19.50,52.52
System,Reserve,Risk,1,3/17/30 4:00,MW,59.88,61.50,59.88,52.62,19.50,52.62
System,Reserve,Risk,1,3/17/30 5:00,MW,61.91,61.50,61.91,53.75,19.50,53.75
System,Reserve,Risk,1,3/17/30 6:00,MW,64.74,61.50,64.74,55.37,19.50,55.37
System,Reserve,Risk,1,3/17/30 7:00,MW,62.30,61.50,62.30,56.81,19.50,56.81
System,Reserve,Risk,1,3/17/30 8:00,MW,54.24,61.50,62.30,55.83,19.50,55.83
System,Reserve,Risk,1,3/17/30 9:00,MW,51.29,61.50,62.30,56.35,19.50,56.35
System,Reserve,Risk,1,3/17/30 10:00,MW,49.75,61.50,62.30,55.95,19.50,55.95
System,Reserve,Risk,1,3/17/30 11:00,MW,46.75,61.50,62.30,55.53,19.50,55.53
System,Reserve,Risk,1,3/17/30 12:00,MW,46.91,61.50,62.30,54.75,19.50,54.75
System,Reserve,Risk,1,3/17/30 13:00,MW,48.37,61.50,62.30,54.80,19.50,54.80
System,Reserve,Risk,1,3/17/30 14:00,MW,49.25,61.50,62.30,52.57,19.50,52.57
System,Reserve,Risk,1,3/17/30 15:00,MW,53.23,61.50,62.30,53.38,19.50,53.38
System,Reserve,Risk,1,3/17/30 16:00,MW,59.83,61.50,62.30,53.71,19.50,53.71
System,Reserve,Risk,1,3/17/30 17:00,MW,66.72,61.50,66.72,54.81,19.50,54.81
System,Reserve,Risk,1,3/17/30 18:00,MW,73.27,61.50,73.27,56.31,19.50,56.31
System,Reserve,Risk,1,3/17/30 19:00,MW,77.80,61.50,77.80,57.25,19.50,57.25
System,Reserve,Risk,1,3/17/30 20:00,MW,76.14,61.50,76.14,56.32,19.50,56.32
System,Reserve,Risk,1,3/17/30 21:00,MW,73.15,61.50,73.15,55.06,19.50,55.06
System,Reserve,Risk,1,3/17/30 22:00,MW,71.13,61.50,71.13,54.97,19.50,54.97
System,Reserve,Risk,1,3/17/30 23:00,MW,66.32,61.50,66.32,52.89,19.50,52.89
System,Reserve,Risk,1,3/18/30,MW,59.58,61.50,59.58,52.56,19.50,52.56
System,Reserve,Risk,1,3/18/30 1:00,MW,57.50,61.50,57.50,52.06,19.50,52.06
System,Reserve,Risk,1,3/18/30 2:00,MW,56.38,61.50,56.38,52.79,19.50,52.79
System,Reserve,Risk,1,3/18/30 3:00,MW,56.43,61.50,56.43,52.94,19.50,52.94
System,Reserve,Risk,1,3/18/30 4:00,MW,57.58,61.50,57.58,54.62,19.50,54.62
System,Reserve,Risk,1,3/18/30 5:00,MW,61.13,61.50,61.13,57.18,19.50,57.18
System,Reserve,Risk,1,3/18/30 6:00,MW,66.60,61.50,66.60,61.30,19.50,61.30
System,Reserve,Risk,1,3/18/30 7:00,MW,65.00,61.50,65.00,63.74,19.50,63.74
System,Reserve,Risk,1,3/18/30 8:00,MW,57.96,61.50,62.30,62.73,19.50,62.73
System,Reserve,Risk,1,3/18/30 9:00,MW,53.87,61.50,62.30,62.81,19.50,62.81
System,Reserve,Risk,1,3/18/30 10:00,MW,49.61,61.50,62.30,62.03,19.50,62.03
System,Reserve,Risk,1,3/18/30 11:00,MW,48.30,61.50,62.30,61.51,19.50,61.51
System,Reserve,Risk,1,3/18/30 12:00,MW,48.13,61.50,62.30,61.04,19.50,61.04
System,Reserve,Risk,1,3/18/30 13:00,MW,49.38,61.50,62.30,60.87,19.50,60.87
System,Reserve,Risk,1,3/18/30 14:00,MW,52.52,61.50,62.30,60.23,19.50,60.23
System,Reserve,Risk,1,3/18/30 15:00,MW,59.15,61.50,62.30,60.53,19.50,60.53
System,Reserve,Risk,1,3/18/30 16:00,MW,65.20,61.50,65.20,60.95,19.50,60.95
System,Reserve,Risk,1,3/18/30 17:00,MW,71.89,61.50,71.89,61.36,19.50,61.36
System,Reserve,Risk,1,3/18/30 18:00,MW,75.33,61.50,75.33,61.33,19.50,61.33
System,Reserve,Risk,1,3/18/30 19:00,MW,76.35,61.50,76.35,60.66,19.50,60.66
System,Reserve,Risk,1,3/18/30 20:00,MW,73.60,61.50,73.60,59.30,19.50,59.30
System,Reserve,Risk,1,3/18/30 21:00,MW,69.88,61.50,69.88,57.49,19.50,57.49
System,Reserve,Risk,1,3/18/30 22:00,MW,68.42,61.50,68.42,57.29,19.50,57.29
System,Reserve,Risk,1,3/18/30 23:00,MW,63.59,61.50,63.59,55.18,19.50,55.18
System,Reserve,Risk,1,3/19/30,MW,63.57,61.50,63.57,57.02,19.50,57.02
System,Reserve,Risk,1,3/19/30 1:00,MW,59.09,61.50,59.09,54.94,19.50,54.94
System,Reserve,Risk,1,3/19/30 2:00,MW,57.21,61.50,57.21,54.67,19.50,54.67
System,Reserve,Risk,1,3/19/30 3:00,MW,57.04,61.50,57.04,54.74,19.50,54.74
System,Reserve,Risk,1,3/19/30 4:00,MW,58.30,61.50,58.30,55.73,19.50,55.73
System,Reserve,Risk,1,3/19/30 5:00,MW,62.13,61.50,62.13,57.91,19.50,57.91
System,Reserve,Risk,1,3/19/30 6:00,MW,68.41,61.50,68.41,62.38,19.50,62.38
System,Reserve,Risk,1,3/19/30 7:00,MW,66.42,61.50,66.42,65.20,19.50,65.20
System,Reserve,Risk,1,3/19/30 8:00,MW,58.52,61.50,62.30,64.03,19.50,64.03
System,Reserve,Risk,1,3/19/30 9:00,MW,54.28,61.50,62.30,63.62,19.50,63.62
System,Reserve,Risk,1,3/19/30 10:00,MW,52.05,61.50,62.30,63.66,19.50,63.66
System,Reserve,Risk,1,3/19/30 11:00,MW,49.65,61.50,62.30,62.83,19.50,62.83
System,Reserve,Risk,1,3/19/30 12:00,MW,50.24,61.50,62.30,63.09,19.50,63.09
System,Reserve,Risk,1,3/19/30 13:00,MW,50.47,61.50,62.30,62.40,19.50,62.40
System,Reserve,Risk,1,3/19/30 14:00,MW,54.03,61.50,62.30,62.65,19.50,62.65
System,Reserve,Risk,1,3/19/30 15:00,MW,58.99,61.50,62.30,63.72,19.50,63.72
System,Reserve,Risk,1,3/19/30 16:00,MW,65.18,61.50,65.18,63.28,19.50,63.28
System,Reserve,Risk,1,3/19/30 17:00,MW,71.84,61.50,71.84,64.19,19.50,64.19
System,Reserve,Risk,1,3/19/30 18:00,MW,75.94,61.50,75.94,64.10,19.50,64.10
System,Reserve,Risk,1,3/19/30 19:00,MW,77.66,61.50,77.66,63.86,19.50,63.86
System,Reserve,Risk,1,3/19/30 20:00,MW,75.12,61.50,75.12,62.03,19.50,62.03
System,Reserve,Risk,1,3/19/30 21:00,MW,71.19,61.50,71.19,60.57,19.50,60.57
System,Reserve,Risk,1,3/19/30 22:00,MW,68.99,61.50,68.99,59.39,19.50,59.39
System,Reserve,Risk,1,3/19/30 23:00,MW,63.83,61.50,63.83,55.66,19.50,55.66
System,Reserve,Risk,1,3/20/30,MW,61.01,61.50,61.01,53.51,19.50,53.51
System,Reserve,Risk,1,3/20/30 1:00,MW,59.29,61.50,59.29,52.82,19.50,52.82
System,Reserve,Risk,1,3/20/30 2:00,MW,57.89,61.50,57.89,52.24,19.50,52.24
System,Reserve,Risk,1,3/20/30 3:00,MW,57.83,61.50,57.83,52.42,19.50,52.42
System,Reserve,Risk,1,3/20/30 4:00,MW,59.18,61.50,59.18,53.91,19.50,53.91
System,Reserve,Risk,1,3/20/30 5:00,MW,63.63,61.50,63.63,55.60,19.50,55.60
System,Reserve,Risk,1,3/20/30 6:00,MW,69.73,61.50,69.73,59.69,19.50,59.69
System,Reserve,Risk,1,3/20/30 7:00,MW,67.78,61.50,67.78,62.56,19.50,62.56
System,Reserve,Risk,1,3/20/30 8:00,MW,59.72,61.50,62.30,62.10,19.50,62.10
System,Reserve,Risk,1,3/20/30 9:00,MW,55.81,61.50,62.30,62.17,19.50,62.17
System,Reserve,Risk,1,3/20/30 10:00,MW,52.44,61.50,62.30,62.63,19.50,62.63
System,Reserve,Risk,1,3/20/30 11:00,MW,51.62,61.50,62.30,62.18,19.50,62.18
System,Reserve,Risk,1,3/20/30 12:00,MW,50.44,61.50,62.30,61.24,19.50,61.24
System,Reserve,Risk,1,3/20/30 13:00,MW,50.58,61.50,62.30,61.41,19.50,61.41
System,Reserve,Risk,1,3/20/30 14:00,MW,52.78,61.50,62.30,61.38,19.50,61.38
System,Reserve,Risk,1,3/20/30 15:00,MW,58.22,61.50,62.30,61.30,19.50,61.30
System,Reserve,Risk,1,3/20/30 16:00,MW,64.79,61.50,64.79,62.15,19.50,62.15
System,Reserve,Risk,1,3/20/30 17:00,MW,72.25,61.50,72.25,62.49,19.50,62.49
System,Reserve,Risk,1,3/20/30 18:00,MW,79.11,61.50,79.11,63.57,19.50,63.57
System,Reserve,Risk,1,3/20/30 19:00,MW,79.29,61.50,79.29,63.48,19.50,63.48
System,Reserve,Risk,1,3/20/30 20:00,MW,76.15,61.50,76.15,61.33,19.50,61.33
System,Reserve,Risk,1,3/20/30 21:00,MW,72.30,61.50,72.30,60.08,19.50,60.08
System,Reserve,Risk,1,3/20/30 22:00,MW,70.30,61.50,70.30,58.54,19.50,58.54
System,Reserve,Risk,1,3/20/30 23:00,MW,65.92,61.50,65.92,55.72,19.50,55.72
System,Reserve,Risk,1,3/21/30,MW,61.33,61.50,61.33,55.60,19.50,55.60
System,Reserve,Risk,1,3/21/30 1:00,MW,58.91,61.50,58.91,54.97,19.50,54.97
System,Reserve,Risk,1,3/21/30 2:00,MW,58.03,61.50,58.03,54.83,19.50,54.83
System,Reserve,Risk,1,3/21/30 3:00,MW,57.57,61.50,57.57,55.83,19.50,55.83
System,Reserve,Risk,1,3/21/30 4:00,MW,58.79,61.50,58.79,56.65,19.50,56.65
System,Reserve,Risk,1,3/21/30 5:00,MW,62.35,61.50,62.35,59.01,19.50,59.01
System,Reserve,Risk,1,3/21/30 6:00,MW,69.42,61.50,69.42,62.99,19.50,62.99
System,Reserve,Risk,1,3/21/30 7:00,MW,67.39,61.50,67.39,65.12,19.50,65.12
System,Reserve,Risk,1,3/21/30 8:00,MW,59.32,61.50,59.32,63.88,19.50,63.88
System,Reserve,Risk,1,3/21/30 9:00,MW,56.10,61.50,56.10,64.34,19.50,64.34
System,Reserve,Risk,1,3/21/30 10:00,MW,51.79,61.50,51.79,64.78,19.50,64.78
System,Reserve,Risk,1,3/21/30 11:00,MW,49.58,61.50,49.58,63.53,19.50,63.53
System,Reserve,Risk,1,3/21/30 12:00,MW,49.74,61.50,49.74,63.14,19.50,63.14
System,Reserve,Risk,1,3/21/30 13:00,MW,50.10,61.50,50.10,63.15,19.50,63.15
System,Reserve,Risk,1,3/21/30 14:00,MW,52.57,61.50,52.57,62.19,19.50,62.19
System,Reserve,Risk,1,3/21/30 15:00,MW,59.13,61.50,59.13,62.96,19.50,62.96
System,Reserve,Risk,1,3/21/30 16:00,MW,65.87,61.50,65.87,63.64,19.50,63.64
System,Reserve,Risk,1,3/21/30 17:00,MW,71.74,61.50,71.74,63.72,19.50,63.72
System,Reserve,Risk,1,3/21/30 18:00,MW,76.50,61.50,76.50,64.56,19.50,64.56
System,Reserve,Risk,1,3/21/30 19:00,MW,77.20,61.50,77.20,64.18,19.50,64.18
System,Reserve,Risk,1,3/21/30 20:00,MW,75.16,61.50,75.16,62.39,19.50,62.39
System,Reserve,Risk,1,3/21/30 21:00,MW,70.97,61.50,70.97,60.19,19.50,60.19
System,Reserve,Risk,1,3/21/30 22:00,MW,69.55,61.50,69.55,59.30,19.50,59.30
System,Reserve,Risk,1,3/21/30 23:00,MW,64.76,61.50,64.76,57.15,19.50,57.15
System,Reserve,Risk,1,3/22/30,MW,66.65,61.50,66.65,54.88,19.50,54.88
System,Reserve,Risk,1,3/22/30 1:00,MW,64.91,61.50,64.91,54.37,19.50,54.37
System,Reserve,Risk,1,3/22/30 2:00,MW,63.18,61.50,63.18,53.89,19.50,53.89
System,Reserve,Risk,1,3/22/30 3:00,MW,62.87,61.50,62.87,54.63,19.50,54.63
System,Reserve,Risk,1,3/22/30 4:00,MW,64.16,61.50,64.16,55.04,19.50,55.04
System,Reserve,Risk,1,3/22/30 5:00,MW,68.50,61.50,68.50,57.00,19.50,57.00
System,Reserve,Risk,1,3/22/30 6:00,MW,74.99,61.50,74.99,61.01,19.50,61.01
System,Reserve,Risk,1,3/22/30 7:00,MW,73.92,61.50,73.92,63.63,19.50,63.63
System,Reserve,Risk,1,3/22/30 8:00,MW,66.92,61.50,66.92,62.52,19.50,62.52
System,Reserve,Risk,1,3/22/30 9:00,MW,63.54,61.50,63.54,62.57,19.50,62.57
System,Reserve,Risk,1,3/22/30 10:00,MW,60.24,61.50,60.24,62.81,19.50,62.81
System,Reserve,Risk,1,3/22/30 11:00,MW,57.42,61.50,57.42,63.09,19.50,63.09
System,Reserve,Risk,1,3/22/30 12:00,MW,58.28,61.50,58.28,63.36,19.50,63.36
System,Reserve,Risk,1,3/22/30 13:00,MW,59.77,61.50,59.77,61.99,19.50,61.99
System,Reserve,Risk,1,3/22/30 14:00,MW,64.05,61.50,64.05,61.93,19.50,61.93
System,Reserve,Risk,1,3/22/30 15:00,MW,68.54,61.50,68.54,61.55,19.50,61.55
System,Reserve,Risk,1,3/22/30 16:00,MW,74.55,61.50,74.55,61.94,19.50,61.94
System,Reserve,Risk,1,3/22/30 17:00,MW,80.16,61.50,80.16,62.52,19.50,62.52
System,Reserve,Risk,1,3/22/30 18:00,MW,84.11,61.50,84.11,63.10,19.50,63.10
System,Reserve,Risk,1,3/22/30 19:00,MW,86.22,61.50,86.22,63.25,19.50,63.25
System,Reserve,Risk,1,3/22/30 20:00,MW,83.88,61.50,83.88,61.36,19.50,61.36
System,Reserve,Risk,1,3/22/30 21:00,MW,78.98,61.50,78.98,59.32,19.50,59.32
System,Reserve,Risk,1,3/22/30 22:00,MW,77.21,61.50,77.21,58.88,19.50,58.88
System,Reserve,Risk,1,3/22/30 23:00,MW,71.30,61.50,71.30,56.39,19.50,56.39
System,Reserve,Risk,1,3/23/30,MW,62.74,61.50,62.74,54.25,19.50,54.25
System,Reserve,Risk,1,3/23/30 1:00,MW,59.94,61.50,59.94,53.13,19.50,53.13
System,Reserve,Risk,1,3/23/30 2:00,MW,58.52,61.50,58.52,52.44,19.50,52.44
System,Reserve,Risk,1,3/23/30 3:00,MW,58.01,61.50,58.01,51.99,19.50,51.99
System,Reserve,Risk,1,3/23/30 4:00,MW,57.84,61.50,57.84,51.73,19.50,51.73
System,Reserve,Risk,1,3/23/30 5:00,MW,58.85,61.50,58.85,52.54,19.50,52.54
System,Reserve,Risk,1,3/23/30 6:00,MW,61.13,61.50,61.13,54.62,19.50,54.62
System,Reserve,Risk,1,3/23/30 7:00,MW,57.67,61.50,61.70,56.44,19.50,56.44
System,Reserve,Risk,1,3/23/30 8:00,MW,51.05,61.50,61.70,55.74,19.50,55.74
System,Reserve,Risk,1,3/23/30 9:00,MW,49.53,61.50,61.70,56.95,19.50,56.95
System,Reserve,Risk,1,3/23/30 10:00,MW,44.73,61.50,61.70,56.48,19.50,56.48
System,Reserve,Risk,1,3/23/30 11:00,MW,47.10,61.50,61.70,57.17,19.50,57.17
System,Reserve,Risk,1,3/23/30 12:00,MW,45.82,61.50,61.70,56.18,19.50,56.18
System,Reserve,Risk,1,3/23/30 13:00,MW,46.08,61.50,61.70,55.31,19.50,55.31
System,Reserve,Risk,1,3/23/30 14:00,MW,48.17,61.50,61.70,54.25,19.50,54.25
System,Reserve,Risk,1,3/23/30 15:00,MW,53.51,61.50,61.70,54.62,19.50,54.62
System,Reserve,Risk,1,3/23/30 16:00,MW,59.32,61.50,59.32,55.08,19.50,55.08
System,Reserve,Risk,1,3/23/30 17:00,MW,67.03,61.50,67.03,56.55,19.50,56.55
System,Reserve,Risk,1,3/23/30 18:00,MW,71.98,61.50,71.98,56.74,19.50,56.74
System,Reserve,Risk,1,3/23/30 19:00,MW,75.30,61.50,75.30,57.75,19.50,57.75
System,Reserve,Risk,1,3/23/30 20:00,MW,73.09,61.50,73.09,56.35,19.50,56.35
System,Reserve,Risk,1,3/23/30 21:00,MW,69.86,61.50,69.86,54.85,19.50,54.85
System,Reserve,Risk,1,3/23/30 22:00,MW,69.00,61.50,69.00,54.58,19.50,54.58
System,Reserve,Risk,1,3/23/30 23:00,MW,64.39,61.50,64.39,52.80,19.50,52.80
System,Reserve,Risk,1,3/24/30,MW,63.04,61.50,63.04,53.28,19.50,53.28
System,Reserve,Risk,1,3/24/30 1:00,MW,60.90,61.50,60.90,52.33,19.50,52.33
System,Reserve,Risk,1,3/24/30 2:00,MW,59.19,61.50,59.19,51.96,19.50,51.96
System,Reserve,Risk,1,3/24/30 3:00,MW,58.66,61.50,58.66,51.62,19.50,51.62
System,Reserve,Risk,1,3/24/30 4:00,MW,58.42,61.50,58.42,51.78,19.50,51.78
System,Reserve,Risk,1,3/24/30 5:00,MW,59.25,61.50,59.25,52.43,19.50,52.43
System,Reserve,Risk,1,3/24/30 6:00,MW,62.21,61.50,62.21,54.37,19.50,54.37
System,Reserve,Risk,1,3/24/30 7:00,MW,60.24,61.50,61.70,56.25,19.50,56.25
System,Reserve,Risk,1,3/24/30 8:00,MW,53.39,61.50,61.70,55.36,19.50,55.36
System,Reserve,Risk,1,3/24/30 9:00,MW,50.90,61.50,61.70,56.18,19.50,56.18
System,Reserve,Risk,1,3/24/30 10:00,MW,49.41,61.50,61.70,57.14,19.50,57.14
System,Reserve,Risk,1,3/24/30 11:00,MW,47.27,61.50,61.70,56.98,19.50,56.98
System,Reserve,Risk,1,3/24/30 12:00,MW,47.07,61.50,61.70,56.27,19.50,56.27
